FiberLength										
version=1										
nRows=4903										
nColumns=7										
inDegrees=no										
										
"This analysis gathers basic information about muscles during a simulation (e.g., forces, tendon lengths, moment arms, etc)."										
"Units are S.I. units (second, meters, Newtons, ...)"										
Angles are in degrees.										
										
endheader										
time	bifemlh_r	bifemsh_r	glut_max2_r	Vastus Intermedius	med_gas_r	tib_ant_r		Vastus Intermedius Optimal Fiber Length		
0.1854001	0.1336616	0.16042936	0.1448634	0.13587008	0.14238867	0.11635246	554	0.12617328		
0.18556715	0.13365077	0.1604543	0.14484251	0.1358384	0.14240577	0.11635265	555	0.12617328		
0.18572431	0.13364129	0.16047779	0.14482281	0.13580869	0.14242186	0.11635281	556	0.12617328		
0.18589122	0.13363086	0.16050275	0.14480187	0.13577706	0.14243896	0.11635297	557	0.12617328		
0.18604817	0.13362075	0.1605262	0.14478219	0.13574728	0.14245502	0.11635311	558	0.12617328		
0.18621493	0.13361056	0.16055115	0.14476124	0.13571571	0.1424721	0.11635325	559	0.12617328		
0.18637167	0.13360036	0.16057459	0.14474153	0.13568592	0.14248815	0.11635336	560	0.12617328		
0.18653829	0.13358997	0.16059953	0.14472057	0.13565432	0.14250521	0.11635348	561	0.12617328		
0.18669482	0.1335804	0.16062297	0.14470085	0.13562465	0.14252123	0.11635357	562	0.12617328		
0.1868613	0.13356987	0.16064789	0.14467987	0.13559304	0.14253827	0.11635366	563	0.12617328		
0.18701762	0.13356007	0.16067131	0.14466017	0.13556337	0.14255428	0.11635373	564	0.12617328		
0.18718395	0.13354887	0.16069621	0.14463915	0.13553164	0.1425713	0.1163538	565	0.12617328		
0.18734007	0.13353959	0.16071962	0.14461944	0.13550208	0.14258729	0.11635385	566	0.12617328		
0.18750625	0.13352899	0.16074453	0.14459842	0.13547046	0.1426043	0.11635389	567	0.12617328		
0.18766217	0.13351894	0.16076791	0.14457867	0.13544077	0.14262026	0.11635392	568	0.12617328		
0.18782821	0.13350848	0.16079281	0.14455767	0.13540921	0.14263726	0.11635394	569	0.12617328		
0.18798392	0.13349887	0.16081618	0.14453793	0.13537962	0.14265319	0.11635395	570	0.12617328		
0.18814981	0.13348854	0.16084108	0.14451689	0.13534807	0.14267017	0.11635394	571	0.12617328		
0.18830532	0.13347791	0.16086441	0.14449716	0.13531834	0.14268609	0.11635393	572	0.12617328		
0.18847106	0.13346754	0.1608893	0.14447608	0.13528679	0.14270305	0.1163539	573	0.12617328		
0.18862638	0.13345796	0.16091264	0.14445634	0.13525725	0.14271894	0.11635386	574	0.12617328		
0.18879197	0.13344737	0.16093751	0.14443525	0.13522567	0.14273589	0.11635381	575	0.12617328		
0.1889471	0.13343738	0.16096082	0.14441549	0.13519608	0.14275176	0.11635375	576	0.12617328		
0.18911254	0.13342681	0.16098569	0.14439443	0.13516453	0.14276869	0.11635367	577	0.12617328		
0.18926747	0.13341722	0.16100899	0.14437465	0.13513502	0.14278454	0.11635359	578	0.12617328		
0.18943276	0.13340683	0.16103386	0.14435358	0.13510352	0.14280146	0.11635349	579	0.12617328		
0.18958749	0.13339625	0.16105712	0.1443338	0.13507386	0.14281728	0.11635339	580	0.12617328		
0.18975263	0.13338577	0.16108197	0.14431267	0.13504234	0.14283418	0.11635327	581	0.12617328		
0.18990718	0.13337622	0.16110524	0.14429289	0.13501288	0.14284999	0.11635314	582	0.12617328		
0.19007217	0.13336558	0.16113007	0.14427176	0.13498134	0.14286686	0.116353	583	0.12617328		
0.19022653	0.1333556	0.16115332	0.14425201	0.13495184	0.14288265	0.11635286	584	0.12617328		
0.19039136	0.13334503	0.16117814	0.14423084	0.13492032	0.14289951	0.11635269	585	0.12617328		
0.19054554	0.1333351	0.16120137	0.14421107	0.13489084	0.14291527	0.11635252	586	0.12617328		
0.19071021	0.13332435	0.16122618	0.14418991	0.13485932	0.14293211	0.11635233	587	0.12617328		
0.19086421	0.13331484	0.1612494	0.1441701	0.13482991	0.14294786	0.11635214	588	0.12617328		
0.19102873	0.13330432	0.16127421	0.14414896	0.13479845	0.14296468	0.11635193	589	0.12617328		
0.19118254	0.13329378	0.16129739	0.14412913	0.13476889	0.1429804	0.11635172	590	0.12617328		
0.19134691	0.13328322	0.16132218	0.14410797	0.13473742	0.1429972	0.11635148	591	0.12617328		
0.19150054	0.13327375	0.16134537	0.14408816	0.13470807	0.14301291	0.11635125	592	0.12617328		
0.19166475	0.13326296	0.16137014	0.14406698	0.13467659	0.14302969	0.116351	593	0.12617328		
0.1918182	0.13325308	0.16139331	0.14404714	0.13464718	0.14304537	0.11635074	594	0.12617328		
0.19198226	0.13324224	0.16141807	0.14402595	0.1346157	0.14306214	0.11635046	595	0.12617328		
0.19213553	0.13323284	0.16144122	0.14400613	0.1345864	0.1430778	0.11635019	596	0.12617328		
0.19229943	0.13322212	0.16146598	0.14398491	0.13455494	0.14309455	0.11634988	597	0.12617328		
0.19245253	0.13321171	0.16148909	0.14396509	0.13452549	0.14311019	0.11634959	598	0.12617328		
0.19261627	0.13320101	0.16151383	0.14394385	0.13449405	0.14312691	0.11634926	599	0.12617328		
0.1927692	0.13319158	0.16153696	0.14392402	0.13446479	0.14314254	0.11634895	600	0.12617328		
0.19293278	0.13318072	0.16156168	0.14390278	0.13443334	0.14315924	0.1163486	601	0.12617328		
0.19308554	0.13317079	0.16158477	0.14388294	0.13440401	0.14317484	0.11634826	602	0.12617328		
0.19324896	0.1331602	0.16160948	0.1438617	0.13437262	0.14319153	0.11634789	603	0.12617328		
0.19340155	0.1331499	0.16163256	0.14384185	0.13434325	0.14320711	0.11634754	604	0.12617328		
0.19356481	0.13314008	0.16165728	0.14382057	0.134312	0.14322378	0.11634714	605	0.12617328		
0.19371724	0.13312936	0.16168032	0.14380073	0.13428257	0.14323933	0.11634677	606	0.12617328		
0.19388033	0.13311873	0.161705	0.14377948	0.13425123	0.14325598	0.11634635	607	0.12617328		
0.19403259	0.13310927	0.16172806	0.14375959	0.13422201	0.14327152	0.11634595	608	0.12617328		
0.19419553	0.13309829	0.16175272	0.14373831	0.13419061	0.14328815	0.11634551	609	0.12617328		
0.19434763	0.13308848	0.16177575	0.14371845	0.13416137	0.14330367	0.1163451	610	0.12617328		
0.1945104	0.13307769	0.1618004	0.14369718	0.13413003	0.14332027	0.11634464	611	0.12617328		
0.19466233	0.13306777	0.16182342	0.1436773	0.13410079	0.14333577	0.1163442	612	0.12617328		
0.19482494	0.13305692	0.16184805	0.14365598	0.13406944	0.14335235	0.11634372	613	0.12617328		
0.19497672	0.13304699	0.16187105	0.14363609	0.13404021	0.14336783	0.11634326	614	0.12617328		
0.19513917	0.13303627	0.16189567	0.14361479	0.13400891	0.14338439	0.11634275	615	0.12617328		
0.19529079	0.13302612	0.16191864	0.14359491	0.13397967	0.14339985	0.11634227	616	0.12617328		
0.19545307	0.13301599	0.16194326	0.14357361	0.13394849	0.1434164	0.11634175	617	0.12617328		
0.19560453	0.13300586	0.16196622	0.14355369	0.13391926	0.14343183	0.11634125	618	0.12617328		
0.19576665	0.13299505	0.16199081	0.14353237	0.13388797	0.14344836	0.1163407	619	0.12617328		
0.19591796	0.13298516	0.16201376	0.14351246	0.13385881	0.14346378	0.11634018	620	0.12617328		
0.19607991	0.13297432	0.16203832	0.14349115	0.13382755	0.14348027	0.11633961	621	0.12617328		
0.19623106	0.1329644	0.16206126	0.14347123	0.1337984	0.14349567	0.11633907	622	0.12617328		
0.19639285	0.13295351	0.16208581	0.14344986	0.13376712	0.14351215	0.11633848	623	0.12617328		
0.19654386	0.13294346	0.16210872	0.14342997	0.13373799	0.14352753	0.11633792	624	0.12617328		
0.19670547	0.13293324	0.16213326	0.14340863	0.13370687	0.14354399	0.11633731	625	0.12617328		
0.19685633	0.13292312	0.16215617	0.14338867	0.1336777	0.14355935	0.11633673	626	0.12617328		
0.19701778	0.13291228	0.16218068	0.14336735	0.13364651	0.14357578	0.1163361	627	0.12617328		
0.19716849	0.13290235	0.16220357	0.14334737	0.13361739	0.14359113	0.11633549	628	0.12617328		
0.19732978	0.13289143	0.16222806	0.14332604	0.1335862	0.14360753	0.11633484	629	0.12617328		
0.19748034	0.13288157	0.16225093	0.14330609	0.13355713	0.14362285	0.11633422	630	0.12617328		
0.19764146	0.13287067	0.16227541	0.14328472	0.13352595	0.14363925	0.11633354	631	0.12617328		
0.19779188	0.13286052	0.16229826	0.14326476	0.13349684	0.14365455	0.1163329	632	0.12617328		
0.19795283	0.13285043	0.16232273	0.14324341	0.13346584	0.14367092	0.11633221	633	0.12617328		
0.1981031	0.13283984	0.16234555	0.14322345	0.13343668	0.14368619	0.11633155	634	0.12617328		
0.19826388	0.13282882	0.16236999	0.14320205	0.13340551	0.14370254	0.11633082	635	0.12617328		
0.19841402	0.13281958	0.16239283	0.14318208	0.1333766	0.1437178	0.11633014	636	0.12617328		
0.19857463	0.13280833	0.16241723	0.14316071	0.13334543	0.14373412	0.1163294	637	0.12617328		
0.19872463	0.13279856	0.16244005	0.14314072	0.13331644	0.14374937	0.1163287	638	0.12617328		
0.19888507	0.13278758	0.16246445	0.14311934	0.13328534	0.14376567	0.11632795	639	0.12617328		
0.19903493	0.13277747	0.16248723	0.14309936	0.13325631	0.14378088	0.11632723	640	0.12617328		
0.1991952	0.13276735	0.16251163	0.14307795	0.13322538	0.14379717	0.11632644	641	0.12617328		
0.19934493	0.13275651	0.16253438	0.14305798	0.13319625	0.14381237	0.11632571	642	0.12617328		
0.19950502	0.13274629	0.16255875	0.14303657	0.13316532	0.14382862	0.1163249	643	0.12617328		
0.19965462	0.13273643	0.16258152	0.14301655	0.13313636	0.14384381	0.11632414	644	0.12617328		
0.19981454	0.13272464	0.16260583	0.14299518	0.1331052	0.14386003	0.11632332	645	0.12617328		
0.199964	0.13271541	0.16262859	0.14297516	0.13307637	0.1438752	0.11632254	646	0.12617328		
0.20012375	0.13270483	0.16265291	0.14295373	0.13304542	0.14389141	0.11632169	647	0.12617328		
0.20027309	0.13269426	0.16267564	0.14293373	0.13301639	0.14390656	0.1163209	648	0.12617328		
0.20043266	0.13268354	0.16269992	0.14291232	0.13298545	0.14392274	0.11632004	649	0.12617328		
0.20058187	0.13267329	0.16272263	0.14289229	0.13295647	0.14393786	0.11631922	650	0.12617328		
0.20074127	0.13266317	0.16274692	0.14287086	0.13292566	0.14395403	0.11631833	651	0.12617328		
0.20089036	0.13265225	0.1627696	0.14285083	0.13289658	0.14396913	0.11631749	652	0.12617328		
0.20104958	0.13264213	0.16279386	0.14282944	0.13286582	0.14398527	0.11631659	653	0.12617328		
0.20119854	0.13263199	0.16281655	0.14280936	0.13283688	0.14400036	0.11631573	654	0.12617328		
0.20135759	0.13262091	0.16284076	0.14278796	0.13280596	0.14401647	0.11631481	655	0.12617328		
0.20150643	0.13261107	0.16286345	0.14276787	0.1327771	0.14403154	0.11631393	656	0.12617328		
0.20166531	0.13259997	0.16288763	0.14274648	0.13274621	0.14404762	0.11631299	657	0.12617328		
0.20181402	0.13259001	0.16291029	0.14272642	0.13271735	0.14406268	0.11631209	658	0.12617328		
0.20197272	0.13257942	0.16293448	0.14270498	0.13268655	0.14407874	0.11631112	659	0.12617328		
0.20212132	0.13256939	0.16295712	0.14268492	0.13265771	0.14409378	0.11631021	660	0.12617328		
0.20227984	0.13255848	0.16298127	0.14266349	0.13262689	0.14410981	0.11630922	661	0.12617328		
0.20242832	0.13254793	0.16300388	0.14264342	0.13259796	0.14412482	0.11630829	662	0.12617328		
0.20258666	0.13253743	0.16302802	0.14262196	0.13256723	0.14414084	0.11630728	663	0.12617328		
0.20273504	0.13252752	0.16305064	0.14260186	0.13253842	0.14415584	0.11630633	664	0.12617328		
0.2028932	0.13251615	0.16307472	0.14258048	0.1325076	0.14417182	0.11630531	665	0.12617328		
0.20304145	0.13250701	0.16309734	0.14256037	0.13247896	0.1441868	0.11630434	666	0.12617328		
0.20319943	0.13249562	0.16312141	0.14253892	0.13244811	0.14420277	0.11630329	667	0.12617328		
0.20334758	0.13248524	0.16314398	0.14251882	0.13241927	0.14421772	0.1163023	668	0.12617328		
0.20350538	0.13247467	0.16316805	0.14249736	0.1323886	0.14423366	0.11630123	669	0.12617328		
0.20365343	0.13246479	0.16319062	0.14247726	0.13235987	0.1442486	0.11630022	670	0.12617328		
0.20381104	0.13245343	0.16321463	0.14245584	0.13232911	0.14426451	0.11629914	671	0.12617328		
0.20395898	0.13244377	0.1632372	0.1424357	0.13230041	0.14427944	0.11629811	672	0.12617328		
0.20411641	0.13243243	0.16326119	0.14241427	0.13226968	0.14429532	0.116297	673	0.12617328		
0.20426425	0.13242242	0.16328373	0.14239411	0.13224093	0.14431023	0.11629595	674	0.12617328		
0.2044215	0.13241206	0.16330771	0.1423727	0.13221042	0.14432608	0.11629483	675	0.12617328		
0.20456923	0.13240129	0.16333022	0.14235256	0.13218155	0.14434097	0.11629376	676	0.12617328		
0.20472629	0.13239085	0.16335418	0.14233111	0.13215104	0.1443568	0.11629262	677	0.12617328		
0.20487393	0.13238076	0.1633767	0.14231094	0.1321223	0.14437168	0.11629153	678	0.12617328		
0.20503081	0.13236964	0.1634006	0.14228955	0.13209172	0.14438748	0.11629037	679	0.12617328		
0.20517834	0.13235958	0.1634231	0.14226936	0.132063	0.14440233	0.11628926	680	0.12617328		
0.20533504	0.13234912	0.16344701	0.14224791	0.13203255	0.14441812	0.11628808	681	0.12617328		
0.20548248	0.13233829	0.16346947	0.14222777	0.13200373	0.14443295	0.11628696	682	0.12617328		
0.20563898	0.13232813	0.16349336	0.14220633	0.13197336	0.14444871	0.11628576	683	0.12617328		
0.20578633	0.13231722	0.16351581	0.14218612	0.13194451	0.14446352	0.11628461	684	0.12617328		
0.20594265	0.13230682	0.16353965	0.14216472	0.13191415	0.14447925	0.11628339	685	0.12617328		
0.2060899	0.13229683	0.16356211	0.14214452	0.1318855	0.14449405	0.11628223	686	0.12617328		
0.20624603	0.13228544	0.16358591	0.14212308	0.13185496	0.14450974	0.11628099	687	0.12617328		
0.2063932	0.13227554	0.16360836	0.14210287	0.13182633	0.14452454	0.11627981	688	0.12617328		
0.20654914	0.13226487	0.16363214	0.14208146	0.13179598	0.1445402	0.11627855	689	0.12617328		
0.20669622	0.13225447	0.16365457	0.14206123	0.13176727	0.14455498	0.11627735	690	0.12617328		
0.20685197	0.13224306	0.1636783	0.1420398	0.13173679	0.14457061	0.11627607	691	0.12617328		
0.20699897	0.13223364	0.16370074	0.14201959	0.13170831	0.14458537	0.11627486	692	0.12617328		
0.20715452	0.13222307	0.16372447	0.14199817	0.13167803	0.14460098	0.11627356	693	0.12617328		
0.20730144	0.13221177	0.16374684	0.14197792	0.13164917	0.14461571	0.11627232	694	0.12617328		
0.2074568	0.13220144	0.16377054	0.14195651	0.13161898	0.1446313	0.11627101	695	0.12617328		
0.20760364	0.13219125	0.16379293	0.14193626	0.13159036	0.14464602	0.11626976	696	0.12617328		
0.2077588	0.13218044	0.16381659	0.14191484	0.1315601	0.14466157	0.11626842	697	0.12617328		
0.20790557	0.13217048	0.16383899	0.14189456	0.13153152	0.14467629	0.11626714	698	0.12617328		
0.20806054	0.13215924	0.1638626	0.14187318	0.13150123	0.1446918	0.1162658	699	0.12617328		
0.20820723	0.13214879	0.16388496	0.1418529	0.13147257	0.14470649	0.1162645	700	0.12617328		
0.208362	0.13213808	0.16390856	0.1418315	0.13144241	0.144722	0.11626313	701	0.12617328		
0.20850862	0.13212795	0.16393091	0.14181121	0.13141383	0.14473667	0.11626182	702	0.12617328		
0.20866319	0.13211732	0.16395448	0.14178982	0.13138372	0.14475214	0.11626043	703	0.12617328		
0.20880974	0.13210668	0.16397681	0.14176952	0.13135506	0.14476679	0.11625911	704	0.12617328		
0.20896411	0.13209591	0.16400035	0.14174811	0.13132494	0.14478223	0.11625769	705	0.12617328		
0.2091106	0.13208606	0.16402269	0.14172783	0.13129646	0.14479688	0.11625635	706	0.12617328		
0.20926476	0.13207464	0.16404617	0.14170643	0.13126625	0.14481228	0.11625492	707	0.12617328		
0.20941119	0.13206424	0.16406849	0.1416861	0.13123766	0.14482691	0.11625356	708	0.12617328		
0.20956515	0.13205346	0.16409195	0.14166472	0.13120762	0.14484229	0.11625211	709	0.12617328		
0.20971152	0.13204337	0.16411426	0.14164439	0.1311791	0.1448569	0.11625073	710	0.12617328		
0.20986527	0.13203268	0.16413769	0.14162303	0.13114913	0.14487225	0.11624927	711	0.12617328		
0.21001158	0.13202198	0.16415999	0.14160266	0.13112048	0.14488685	0.11624787	712	0.12617328		
0.21016513	0.1320113	0.16418338	0.14158131	0.13109055	0.14490216	0.11624639	713	0.12617328		
0.21031138	0.13200126	0.16420567	0.14156096	0.13106207	0.14491674	0.11624497	714	0.12617328		
0.21046472	0.13199028	0.16422904	0.14153956	0.13103208	0.14493204	0.11624346	715	0.12617328		
0.21061093	0.13198004	0.16425131	0.14151922	0.13100358	0.1449466	0.11624203	716	0.12617328		
0.21076405	0.13196852	0.16427462	0.14149787	0.13097356	0.14496185	0.11624052	717	0.12617328		
0.21091021	0.1319586	0.1642969	0.14147745	0.13094509	0.14497641	0.11623905	718	0.12617328		
0.21106313	0.13194784	0.16432019	0.14145612	0.13091526	0.14499164	0.11623752	719	0.12617328		
0.21120924	0.13193701	0.16434243	0.14143574	0.13088665	0.14500618	0.11623605	720	0.12617328		
0.21136194	0.13192702	0.1643657	0.14141439	0.130857	0.14502137	0.1162345	721	0.12617328		
0.21150801	0.13191636	0.16438793	0.14139398	0.13082842	0.14503589	0.116233	722	0.12617328		
0.2116605	0.13190487	0.16441114	0.14137265	0.13079851	0.14505106	0.11623143	723	0.12617328		
0.21180653	0.13189508	0.16443339	0.14135223	0.13077013	0.14506557	0.11622992	724	0.12617328		
0.2119588	0.13188413	0.16445656	0.14133092	0.13074037	0.14508069	0.11622834	725	0.12617328		
0.21210479	0.13187356	0.16447879	0.14131046	0.13071182	0.1450952	0.1162268	726	0.12617328		
0.21225685	0.1318627	0.16450192	0.14128916	0.13068213	0.14511029	0.1162252	727	0.12617328		
0.2124028	0.13185269	0.16452414	0.14126871	0.13065372	0.14512477	0.11622366	728	0.12617328		
0.21255464	0.13184176	0.16454726	0.1412474	0.13062404	0.14513984	0.11622203	729	0.12617328		
0.21270056	0.13183114	0.16456945	0.14122694	0.13059551	0.14515431	0.11622047	730	0.12617328		
0.21285218	0.13182048	0.16459252	0.14120565	0.13056594	0.14516935	0.11621883	731	0.12617328		
0.21299807	0.13180971	0.16461471	0.14118516	0.13053738	0.1451838	0.11621725	732	0.12617328		
0.21314947	0.13179919	0.16463774	0.1411639	0.13050789	0.1451988	0.11621559	733	0.12617328		
0.21329533	0.13178817	0.16465992	0.14114336	0.13047926	0.14521325	0.11621398	734	0.12617328		
0.21344652	0.13177817	0.16468293	0.14112214	0.13044994	0.14522821	0.11621232	735	0.12617328		
0.21359234	0.13176759	0.1647051	0.14110162	0.13042143	0.14524265	0.1162107	736	0.12617328		
0.21374331	0.13175578	0.16472803	0.14108035	0.13039174	0.14525758	0.11620901	737	0.12617328		
0.21388911	0.13174661	0.16475023	0.14105983	0.13036355	0.145272	0.11620737	738	0.12617328		
0.21403986	0.13173551	0.16477314	0.14103857	0.13033404	0.1452869	0.11620566	739	0.12617328		
0.21418564	0.13172441	0.16479528	0.14101803	0.13030545	0.1453013	0.116204	740	0.12617328		
0.21433617	0.13171368	0.16481815	0.14099681	0.13027609	0.14531617	0.11620229	741	0.12617328		
0.21448192	0.13170355	0.16484031	0.14097625	0.1302477	0.14533057	0.11620061	742	0.12617328		
0.21463223	0.1316926	0.16486314	0.14095502	0.13021832	0.1453454	0.11619887	743	0.12617328		
0.21477796	0.13168201	0.16488527	0.14093446	0.13018986	0.14535978	0.11619718	744	0.12617328		
0.21492805	0.1316711	0.16490807	0.14091324	0.13016053	0.14537458	0.11619542	745	0.12617328		
0.21507376	0.13166089	0.16493021	0.14089266	0.13013215	0.14538895	0.11619371	746	0.12617328		
0.21522363	0.13165028	0.16495297	0.14087146	0.13010293	0.14540372	0.11619194	747	0.12617328		
0.21536932	0.13163875	0.16497506	0.14085086	0.13007428	0.14541806	0.11619021	748	0.12617328		
0.21551897	0.1316287	0.16499779	0.14082968	0.13004522	0.1454328	0.11618842	749	0.12617328		
0.21566464	0.13161846	0.16501991	0.14080903	0.13001684	0.14544714	0.11618667	750	0.12617328		
0.21581408	0.13160695	0.16504257	0.14078789	0.12998753	0.14546185	0.11618487	751	0.12617328		
0.21595972	0.13159655	0.16506467	0.14076727	0.12995914	0.14547617	0.11618311	752	0.12617328		
0.21610894	0.13158548	0.1650873	0.14074609	0.12992995	0.14549084	0.11618128	753	0.12617328		
0.21625457	0.13157534	0.16510941	0.14072543	0.1299016	0.14550515	0.1161795	754	0.12617328		
0.21640358	0.13156449	0.16513199	0.14070431	0.12987253	0.14551978	0.11617767	755	0.12617328		
0.21654918	0.13155376	0.16515407	0.14068363	0.12984407	0.14553408	0.11617586	756	0.12617328		
0.21669798	0.13154282	0.16517663	0.14066249	0.129815	0.14554869	0.11617401	757	0.12617328		
0.21684356	0.13153272	0.1651987	0.14064185	0.12978671	0.14556297	0.1161722	758	0.12617328		
0.21699214	0.13152179	0.16522122	0.1406207	0.12975767	0.14557754	0.11617032	759	0.12617328		
0.21713771	0.13151094	0.16524327	0.14060001	0.12972922	0.14559181	0.11616848	760	0.12617328		
0.21728608	0.13150035	0.16526575	0.14057891	0.12970032	0.14560636	0.1161666	761	0.12617328		
0.21743164	0.13148915	0.16528779	0.14055819	0.12967179	0.14562061	0.11616474	762	0.12617328		
0.2175798	0.13147929	0.16531024	0.14053713	0.1296431	0.14563511	0.11616285	763	0.12617328		
0.21772535	0.13146803	0.16533227	0.14051636	0.12961455	0.14564936	0.11616097	764	0.12617328		
0.21787331	0.13145739	0.16535467	0.14049528	0.12958572	0.14566384	0.11615905	765	0.12617328		
0.21801886	0.13144661	0.16537669	0.14047457	0.12955731	0.14567806	0.11615717	766	0.12617328		
0.2181666	0.1314356	0.16539904	0.1404535	0.12952845	0.1456925	0.11615524	767	0.12617328		
0.21831215	0.13142546	0.16542108	0.14043271	0.12950016	0.14570673	0.11615332	768	0.12617328		
0.21845969	0.13141422	0.16544338	0.14041168	0.1294713	0.14572113	0.11615138	769	0.12617328		
0.21860523	0.13140432	0.16546541	0.14039091	0.12944309	0.14573534	0.11614945	770	0.12617328		
0.21875256	0.13139265	0.16548767	0.14036986	0.12941417	0.14574971	0.11614749	771	0.12617328		
0.2188981	0.13138187	0.16550967	0.14034907	0.12938577	0.1457639	0.11614554	772	0.12617328		
0.21904523	0.13137157	0.16553192	0.14032805	0.12935719	0.14577825	0.11614357	773	0.12617328		
0.21919076	0.13136109	0.16555391	0.14030725	0.12932887	0.14579242	0.1161416	774	0.12617328		
0.21933769	0.13135015	0.16557611	0.14028621	0.12930018	0.14580674	0.1161396	775	0.12617328		
0.21948322	0.13133942	0.16559809	0.1402654	0.12927182	0.14582091	0.11613762	776	0.12617328		
0.21962995	0.13132805	0.16562022	0.14024441	0.12924311	0.14583517	0.11613562	777	0.12617328		
0.21977546	0.13131759	0.1656422	0.14022357	0.1292148	0.14584933	0.11613362	778	0.12617328		
0.219922	0.13130735	0.16566433	0.14020257	0.12918636	0.14586358	0.11613159	779	0.12617328		
0.2200675	0.13129633	0.16568628	0.14018172	0.12915794	0.14587771	0.11612958	780	0.12617328		
0.22021385	0.13128504	0.16570835	0.14016075	0.12912933	0.14589193	0.11612754	781	0.12617328		
0.22035933	0.1312745	0.1657303	0.14013989	0.12910103	0.14590605	0.11612551	782	0.12617328		
0.22050549	0.13126438	0.16575235	0.14011893	0.12907271	0.14592023	0.11612345	783	0.12617328		
0.22065095	0.1312532	0.16577428	0.14009804	0.12904428	0.14593434	0.1161214	784	0.12617328		
0.22079693	0.131242	0.16579626	0.14007711	0.12901577	0.14594849	0.11611934	785	0.12617328		
0.22094236	0.13123153	0.16581818	0.14005622	0.12898751	0.14596258	0.11611726	786	0.12617328		
0.22108816	0.13122092	0.16584016	0.14003526	0.12895916	0.1459767	0.11611518	787	0.12617328		
0.22123357	0.13120943	0.16586203	0.14001437	0.1289307	0.14599077	0.11611309	788	0.12617328		
0.22137919	0.13119966	0.16588399	0.13999343	0.12890257	0.14600487	0.11611099	789	0.12617328		
0.22152457	0.13118841	0.16590586	0.13997255	0.12887419	0.14601892	0.11610889	790	0.12617328		
0.22167001	0.13117699	0.16592773	0.1399516	0.12884573	0.14603297	0.11610677	791	0.12617328		
0.22181537	0.13116717	0.16594963	0.13993068	0.12881765	0.14604702	0.11610465	792	0.12617328		
0.22196064	0.13115624	0.16597148	0.13990978	0.12878937	0.14606105	0.11610252	793	0.12617328		
0.22210596	0.13114528	0.16599332	0.13988884	0.12876106	0.14607507	0.11610038	794	0.12617328		
0.22225106	0.13113403	0.16601512	0.13986796	0.12873274	0.14608907	0.11609824	795	0.12617328		
0.22239634	0.13112348	0.16603697	0.13984701	0.12870453	0.14610308	0.11609608	796	0.12617328		
0.22254128	0.13111273	0.16605874	0.13982611	0.12867636	0.14611704	0.11609392	797	0.12617328		
0.22268652	0.131102	0.16608056	0.1398052	0.12864816	0.14613103	0.11609176	798	0.12617328		
0.22283129	0.13109142	0.16610231	0.13978427	0.12862003	0.14614496	0.11608957	799	0.12617328		
0.2229765	0.1310802	0.16612409	0.13976335	0.12859174	0.14615893	0.11608739	800	0.12617328		
0.2231211	0.13106925	0.16614579	0.13974249	0.1285636	0.14617283	0.1160852	801	0.12617328		
0.22326626	0.13105822	0.16616757	0.13972151	0.12853534	0.14618679	0.11608299	802	0.12617328		
0.22341071	0.1310484	0.16618926	0.13970063	0.12850748	0.14620066	0.11608078	803	0.12617328		
0.22355583	0.13103695	0.16621101	0.13967967	0.12847916	0.14621459	0.11607856	804	0.12617328		
0.22370012	0.13102574	0.16623262	0.13965884	0.12845105	0.14622844	0.11607635	805	0.12617328		
0.22384518	0.13101583	0.16625439	0.13963786	0.12842309	0.14624235	0.11607411	806	0.12617328		
0.22398932	0.13100449	0.16627597	0.13961699	0.12839496	0.14625617	0.11607187	807	0.12617328		
0.22413434	0.13099318	0.16629767	0.13959601	0.1283667	0.14627005	0.11606961	808	0.12617328		
0.22427833	0.1309829	0.16631924	0.13957521	0.12833889	0.14628384	0.11606737	809	0.12617328		
0.22442328	0.13097179	0.16634093	0.13955423	0.1283107	0.14629771	0.1160651	810	0.12617328		
0.22456712	0.13096146	0.16636247	0.13953338	0.12828289	0.14631147	0.11606283	811	0.12617328		
0.22471202	0.13095001	0.16638413	0.13951239	0.12825464	0.14632532	0.11606054	812	0.12617328		
0.22485572	0.13093889	0.1664056	0.13949156	0.12822669	0.14633905	0.11605826	813	0.12617328		
0.22500056	0.13092871	0.16642727	0.13947059	0.12819877	0.14635287	0.11605596	814	0.12617328		
0.22514411	0.13091813	0.16644873	0.13944977	0.12817097	0.14636657	0.11605366	815	0.12617328		
0.22528889	0.13090664	0.16647034	0.13942877	0.12814277	0.14638038	0.11605134	816	0.12617328		
0.2254323	0.13089579	0.16649175	0.13940798	0.12811496	0.14639405	0.11604904	817	0.12617328		
0.22557701	0.1308849	0.16651335	0.13938699	0.12808692	0.14640783	0.1160467	818	0.12617328		
0.22572028	0.13087432	0.16653474	0.13936617	0.12805919	0.14642148	0.11604437	819	0.12617328		
0.22586493	0.13086351	0.16655632	0.13934518	0.1280312	0.14643524	0.11604202	820	0.12617328		
0.22600806	0.13085234	0.16657766	0.1393244	0.12800339	0.14644885	0.11603969	821	0.12617328		
0.22615264	0.13084166	0.16659922	0.13930337	0.12797543	0.14646259	0.11603731	822	0.12617328		
0.22629564	0.13083052	0.16662051	0.13928262	0.12794768	0.14647617	0.11603497	823	0.12617328		
