FiberLength										
version=1										
nRows=4903										
nColumns=7										
inDegrees=no										
										
"This analysis gathers basic information about muscles during a simulation (e.g., forces, tendon lengths, moment arms, etc)."										
"Units are S.I. units (second, meters, Newtons, ...)"										
Angles are in degrees.										
										
endheader										
time	bifemlh_r	bifemsh_r	glut_max2_r	Vastus Intermedius	med_gas_r	tib_ant_r		Vastus Intermedius Optimal Fiber Length		
0.90675991	0.13530674	0.15634543	0.14814155	0.1410391	0.13950613	0.11611391	2902	0.12617328		
0.90693812	0.13529748	0.15636979	0.14812281	0.14100832	0.13952385	0.11611623	2903	0.12617328		
0.90711617	0.1352883	0.15639414	0.14810409	0.14097756	0.13954156	0.11611852	2904	0.12617328		
0.90729403	0.13527891	0.15641849	0.14808535	0.14094678	0.13955925	0.11612081	2905	0.12617328		
0.90747174	0.13526852	0.15644281	0.14806659	0.14091585	0.13957695	0.11612309	2906	0.12617328		
0.90764927	0.13525978	0.15646716	0.14804785	0.14088517	0.13959463	0.11612536	2907	0.12617328		
0.90782664	0.13525001	0.15649148	0.14802909	0.14085435	0.13961229	0.11612761	2908	0.12617328		
0.90800383	0.13524028	0.15651579	0.14801032	0.14082354	0.13962995	0.11612985	2909	0.12617328		
0.90818087	0.13523138	0.15654013	0.14799155	0.14079285	0.1396476	0.11613208	2910	0.12617328		
0.90835773	0.13522134	0.15656443	0.14797277	0.14076202	0.13966524	0.1161343	2911	0.12617328		
0.90853444	0.13521249	0.15658876	0.147954	0.14073135	0.13968286	0.11613651	2912	0.12617328		
0.90871097	0.13520261	0.15661305	0.14793519	0.14070054	0.13970048	0.11613871	2913	0.12617328		
0.90888736	0.13519309	0.15663735	0.1479164	0.14066979	0.13971809	0.11614089	2914	0.12617328		
0.90906356	0.13518361	0.15666165	0.14789762	0.14063907	0.13973569	0.11614306	2915	0.12617328		
0.90923962	0.1351736	0.15668593	0.1478788	0.14060825	0.13975327	0.11614523	2916	0.12617328		
0.9094155	0.13516512	0.15671024	0.14785999	0.14057767	0.13977085	0.11614738	2917	0.12617328		
0.90959124	0.13515535	0.15673451	0.14784117	0.14054691	0.13978842	0.11614952	2918	0.12617328		
0.9097668	0.13514511	0.15675877	0.14782234	0.14051609	0.13980597	0.11615165	2919	0.12617328		
0.90994223	0.13513607	0.15678306	0.14780351	0.14048545	0.13982352	0.11615377	2920	0.12617328		
0.91011747	0.13512677	0.15680733	0.14778469	0.14045478	0.13984105	0.11615587	2921	0.12617328		
0.91029258	0.13511704	0.1568316	0.14776582	0.14042404	0.13985859	0.11615797	2922	0.12617328		
0.91046751	0.13510735	0.15685584	0.147747	0.14039334	0.1398761	0.11616005	2923	0.12617328		
0.9106423	0.13509808	0.15688011	0.14772814	0.14036268	0.13989361	0.11616212	2924	0.12617328		
0.91081692	0.13508879	0.15690437	0.14770926	0.14033203	0.13991111	0.11616419	2925	0.12617328		
0.91099141	0.13507908	0.1569286	0.14769043	0.14030134	0.13992859	0.11616624	2926	0.12617328		
0.91116571	0.13506945	0.15695284	0.14767153	0.14027065	0.13994607	0.11616828	2927	0.12617328		
0.9113399	0.13505967	0.15697707	0.14765267	0.14023995	0.13996354	0.11617031	2928	0.12617328		
0.91151389	0.13505038	0.15700131	0.14763377	0.14020933	0.13998099	0.11617234	2929	0.12617328		
0.91168778	0.13504114	0.15702554	0.14761489	0.14017872	0.13999844	0.11617434	2930	0.12617328		
0.91186146	0.13503136	0.15704975	0.147596	0.14014804	0.14001587	0.11617634	2931	0.12617328		
0.91203505	0.13502162	0.15707397	0.14757708	0.14011736	0.1400333	0.11617834	2932	0.12617328		
0.91220843	0.13501231	0.15709819	0.1475582	0.14008678	0.14005072	0.11618031	2933	0.12617328		
0.91238172	0.13500301	0.15712241	0.14753925	0.14005616	0.14006813	0.11618228	2934	0.12617328		
0.91255481	0.13499322	0.1571466	0.14752035	0.14002552	0.14008552	0.11618424	2935	0.12617328		
0.9127278	0.1349835	0.15717079	0.14750144	0.13999488	0.14010291	0.11618618	2936	0.12617328		
0.91290058	0.13497415	0.157195	0.14748249	0.13996429	0.14012029	0.11618813	2937	0.12617328		
0.91307329	0.13496473	0.15721919	0.14746356	0.13993371	0.14013766	0.11619005	2938	0.12617328		
0.91324577	0.13495543	0.15724337	0.14744463	0.13990315	0.14015501	0.11619197	2939	0.12617328		
0.91341819	0.13494567	0.15726756	0.14742566	0.13987252	0.14017237	0.11619388	2940	0.12617328		
0.91359038	0.13493578	0.15729172	0.14740671	0.13984189	0.1401897	0.11619578	2941	0.12617328		
0.91376252	0.13492656	0.1573159	0.14738775	0.13981135	0.14020703	0.11619767	2942	0.12617328		
0.91393441	0.1349171	0.15734007	0.14736879	0.1397808	0.14022435	0.11619955	2943	0.12617328		
0.91410627	0.13490744	0.15736423	0.14734982	0.13975021	0.14024166	0.11620141	2944	0.12617328		
0.91427786	0.13489749	0.15738837	0.14733084	0.1397196	0.14025895	0.11620327	2945	0.12617328		
0.91444945	0.13488822	0.15741254	0.14731184	0.13968907	0.14027625	0.11620513	2946	0.12617328		
0.91462075	0.13487884	0.15743668	0.14729289	0.13965857	0.14029353	0.11620696	2947	0.12617328		
0.91479206	0.13486893	0.15746083	0.14727387	0.13962795	0.14031081	0.1162088	2948	0.12617328		
0.91496307	0.13485955	0.15748496	0.14725487	0.13959745	0.14032805	0.11621062	2949	0.12617328		
0.91513412	0.13485014	0.15750911	0.14723587	0.13956694	0.14034532	0.11621243	2950	0.12617328		
0.91530483	0.13484071	0.15753323	0.14721684	0.13953643	0.14036255	0.11621423	2951	0.12617328		
0.91547563	0.1348308	0.15755736	0.14719782	0.13950585	0.1403798	0.11621602	2952	0.12617328		
0.91564604	0.13482149	0.15758147	0.14717881	0.13947539	0.140397	0.11621781	2953	0.12617328		
0.91581659	0.13481165	0.1576056	0.14715976	0.13944482	0.14041422	0.11621958	2954	0.12617328		
0.9159867	0.13480205	0.15762969	0.14714076	0.13941435	0.14043142	0.11622134	2955	0.12617328		
0.91615701	0.13479279	0.15765383	0.14712166	0.13938385	0.14044863	0.11622311	2956	0.12617328		
0.91632683	0.13478311	0.1576779	0.14710266	0.13935338	0.14046579	0.11622485	2957	0.12617328		
0.91649691	0.13477343	0.15770203	0.14708358	0.13932285	0.14048299	0.11622659	2958	0.12617328		
0.91666642	0.13476377	0.15772609	0.14706453	0.13929238	0.14050013	0.11622832	2959	0.12617328		
0.9168363	0.13475407	0.15775021	0.14704545	0.13926185	0.14051732	0.11623004	2960	0.12617328		
0.91700549	0.13474457	0.15777426	0.14702641	0.13923144	0.14053444	0.11623175	2961	0.12617328		
0.91717519	0.1347355	0.15779841	0.14700727	0.13920098	0.14055161	0.11623346	2962	0.12617328		
0.91734407	0.13472536	0.15782242	0.14698824	0.13917051	0.14056871	0.11623515	2963	0.12617328		
0.91751362	0.13471571	0.15784656	0.14696908	0.13913995	0.14058587	0.11623684	2964	0.12617328		
0.91768218	0.13470661	0.15787058	0.14695005	0.13910966	0.14060294	0.11623851	2965	0.12617328		
0.91785162	0.1346967	0.15789472	0.14693087	0.13907906	0.14062011	0.11624019	2966	0.12617328		
0.91801986	0.13468725	0.15791872	0.14691179	0.13904871	0.14063715	0.11624185	2967	0.12617328		
0.91818927	0.13467763	0.1579429	0.14689259	0.13901814	0.14065432	0.11624351	2968	0.12617328		
0.91835719	0.13466757	0.15796685	0.14687354	0.13898774	0.14067134	0.11624514	2969	0.12617328		
0.91852664	0.13465838	0.15799108	0.14685427	0.13895718	0.14068852	0.11624679	2970	0.12617328		
0.91869427	0.13464871	0.15801504	0.1468352	0.13892685	0.14070552	0.11624841	2971	0.12617328		
0.91886388	0.13463914	0.15803929	0.14681588	0.13889618	0.14072271	0.11625005	2972	0.12617328		
0.91903126	0.13462958	0.15806325	0.1467968	0.13886587	0.1407397	0.11625165	2973	0.12617328		
0.91920116	0.13461961	0.15808756	0.14677743	0.13883507	0.14075693	0.11625327	2974	0.12617328		
0.91936835	0.13461011	0.15811152	0.14675831	0.13880477	0.1407739	0.11625487	2975	0.12617328		
0.91953867	0.1345999	0.15813592	0.14673883	0.13877382	0.14079119	0.11625648	2976	0.12617328		
0.91970577	0.13459101	0.15815991	0.1467197	0.1387436	0.14080815	0.11625806	2977	0.12617328		
0.91987658	0.13458103	0.15818441	0.14670012	0.13871257	0.1408255	0.11625966	2978	0.12617328		
0.92004367	0.13457102	0.15820839	0.14668094	0.13868215	0.14084246	0.11626122	2979	0.12617328		
0.92021495	0.13456149	0.158233	0.1466613	0.13865109	0.14085986	0.11626281	2980	0.12617328		
0.92038206	0.13455204	0.15825702	0.14664208	0.13862072	0.14087684	0.11626436	2981	0.12617328		
0.9205537	0.13454178	0.1582817	0.1466223	0.13858943	0.14089428	0.11626595	2982	0.12617328		
0.92072085	0.13453218	0.15830575	0.14660305	0.13855901	0.14091127	0.11626748	2983	0.12617328		
0.92089271	0.13452196	0.15833049	0.14658324	0.13852767	0.14092874	0.11626906	2984	0.12617328		
0.92105985	0.13451292	0.15835458	0.14656393	0.13849729	0.14094573	0.11627058	2985	0.12617328		
0.92123182	0.13450251	0.15837935	0.14654406	0.13846587	0.14096322	0.11627214	2986	0.12617328		
0.9213989	0.13449263	0.15840344	0.14652474	0.13843536	0.14098021	0.11627365	2987	0.12617328		
0.92157089	0.13448317	0.15842826	0.14650481	0.13840404	0.1409977	0.1162752	2988	0.12617328		
0.92173787	0.13447332	0.15845236	0.14648546	0.13837353	0.14101469	0.11627669	2989	0.12617328		
0.92190983	0.13446346	0.1584772	0.14646548	0.13834212	0.14103219	0.11627823	2990	0.12617328		
0.92207669	0.13445349	0.1585013	0.1464461	0.13831157	0.14104917	0.11627971	2991	0.12617328		
0.9222486	0.13444315	0.15852615	0.14642612	0.13828008	0.14106667	0.11628123	2992	0.12617328		
0.9224153	0.13443373	0.15855026	0.1464067	0.13824961	0.14108364	0.1162827	2993	0.12617328		
0.92258714	0.13442396	0.15857514	0.14638668	0.13821818	0.14110114	0.11628421	2994	0.12617328		
0.92275366	0.13441402	0.15859925	0.14636726	0.13818764	0.1411181	0.11628566	2995	0.12617328		
0.92292541	0.134404	0.15862412	0.14634721	0.13815617	0.14113559	0.11628716	2996	0.12617328		
0.92309173	0.13439412	0.15864823	0.14632775	0.13812563	0.14115254	0.1162886	2997	0.12617328		
0.92326339	0.13438413	0.15867312	0.14630768	0.13809415	0.14117002	0.11629008	2998	0.12617328		
0.92342949	0.13437428	0.15869722	0.14628821	0.13806363	0.14118695	0.11629151	2999	0.12617328		
0.92360105	0.1343643	0.15872213	0.14626809	0.13803213	0.14120444	0.11629298	3000	0.12617328		
0.92376692	0.13435454	0.15874621	0.14624865	0.13800165	0.14122134	0.11629439	3001	0.12617328		
0.92393836	0.13434452	0.15877112	0.14622848	0.13797013	0.14123882	0.11629585	3002	0.12617328		
0.92410399	0.13433493	0.1587952	0.14620902	0.13793969	0.1412557	0.11629725	3003	0.12617328		
0.92427531	0.13432437	0.15882011	0.14618884	0.13790808	0.14127318	0.11629869	3004	0.12617328		
0.92444069	0.13431475	0.15884418	0.14616935	0.13787765	0.14129004	0.11630008	3005	0.12617328		
0.92461189	0.13430483	0.1588691	0.14614918	0.13784614	0.1413075	0.11630151	3006	0.12617328		
0.924777	0.13429513	0.15889315	0.14612965	0.1378157	0.14132434	0.11630289	3007	0.12617328		
0.92494809	0.13428474	0.15891808	0.14610944	0.13778411	0.1413418	0.11630431	3008	0.12617328		
0.92511293	0.13427499	0.15894211	0.14608995	0.1377537	0.14135862	0.11630567	3009	0.12617328		
0.92528389	0.13426535	0.15896706	0.14606969	0.13772221	0.14137607	0.11630707	3010	0.12617328		
0.92544846	0.13425488	0.15899105	0.14605019	0.13769172	0.14139286	0.11630842	3011	0.12617328		
0.92561929	0.13424523	0.159016	0.14602993	0.13766023	0.1414103	0.11630982	3012	0.12617328		
0.92578359	0.13423546	0.15904001	0.14601039	0.13762984	0.14142708	0.11631116	3013	0.12617328		
0.92595431	0.13422491	0.15906494	0.14599009	0.1375982	0.1414445	0.11631254	3014	0.12617328		
0.92611835	0.13421553	0.15908893	0.14597059	0.13756792	0.14146125	0.11631387	3015	0.12617328		
0.92628894	0.13420487	0.15911387	0.14595026	0.13753626	0.14147867	0.11631524	3016	0.12617328		
0.92645272	0.13419533	0.15913784	0.14593073	0.13750596	0.14149539	0.11631655	3017	0.12617328		
0.92662319	0.13418522	0.1591628	0.14591039	0.13747438	0.14151281	0.11631792	3018	0.12617328		
0.92678671	0.1341756	0.15918675	0.14589085	0.13744409	0.14152952	0.11631922	3019	0.12617328		
0.92695706	0.13416509	0.1592117	0.14587049	0.13741244	0.14154691	0.11632057	3020	0.12617328		
0.92712032	0.13415535	0.15923563	0.14585094	0.13738215	0.1415636	0.11632186	3021	0.12617328		
0.92729055	0.13414559	0.15926061	0.14583055	0.13735062	0.14158099	0.1163232	3022	0.12617328		
0.92745355	0.13413513	0.15928451	0.14581099	0.13732024	0.14159765	0.11632448	3023	0.12617328		
0.92762366	0.13412535	0.15930948	0.14579059	0.1372887	0.14161503	0.11632581	3024	0.12617328		
0.9277864	0.13411565	0.15933338	0.14577103	0.13725846	0.14163166	0.11632708	3025	0.12617328		
0.92795639	0.13410504	0.15935834	0.14575058	0.13722678	0.14164904	0.11632841	3026	0.12617328		
0.92811888	0.13409543	0.15938223	0.14573101	0.13719657	0.14166565	0.11632966	3027	0.12617328		
0.92828875	0.13408533	0.15940721	0.14571056	0.13716498	0.14168302	0.11633098	3028	0.12617328		
0.92845098	0.13407566	0.15943107	0.14569098	0.13713478	0.1416996	0.11633223	3029	0.12617328		
0.92862073	0.1340652	0.15945605	0.14567048	0.13710311	0.14171696	0.11633353	3030	0.12617328		
0.92878271	0.13405501	0.15947988	0.14565093	0.13707287	0.14173352	0.11633477	3031	0.12617328		
0.92895233	0.13404511	0.15950487	0.1456304	0.13704129	0.14175087	0.11633606	3032	0.12617328		
0.92911406	0.13403526	0.1595287	0.14561083	0.13701111	0.14176741	0.11633743	3033	0.12617328		
0.92928356	0.13402516	0.15955369	0.14559028	0.1369795	0.14178475	0.11633807	3034	0.12617328		
0.92944504	0.13401556	0.1595775	0.14557072	0.13694939	0.14180126	0.11633867	3035	0.12617328		
0.92961441	0.13400499	0.15960248	0.14555012	0.13691769	0.14181859	0.11633928	3036	0.12617328		
0.92977565	0.13399484	0.15962627	0.14553055	0.13688751	0.14183509	0.11633986	3037	0.12617328		
0.92994489	0.13398486	0.15965126	0.14550997	0.13685592	0.1418524	0.11634045	3038	0.12617328		
0.93010588	0.1339751	0.15967504	0.14549036	0.13682581	0.14186887	0.116341	3039	0.12617328		
0.930275	0.13396482	0.15970002	0.14546977	0.13679417	0.14188617	0.11634156	3040	0.12617328		
0.93043574	0.13395553	0.1597238	0.14545016	0.13676416	0.14190263	0.11634208	3041	0.12617328		
0.93060473	0.13394407	0.15974875	0.14542955	0.13673234	0.14191991	0.11634262	3042	0.12617328		
0.93076522	0.13393479	0.1597725	0.14540992	0.13670235	0.14193633	0.11634312	3043	0.12617328		
0.93093409	0.13392441	0.1597975	0.14538927	0.13667069	0.14195362	0.11634364	3044	0.12617328		
0.93109434	0.1339147	0.15982121	0.14536966	0.13664066	0.14197002	0.11634412	3045	0.12617328		
0.93126308	0.13390471	0.15984621	0.14534899	0.13660907	0.14198729	0.11634461	3046	0.12617328		
0.93142309	0.13389433	0.1598699	0.14532937	0.13657895	0.14200367	0.11634506	3047	0.12617328		
0.9315917	0.13388446	0.1598949	0.14530868	0.13654737	0.14202092	0.11634552	3048	0.12617328		
0.93175147	0.13387433	0.15991858	0.14528905	0.13651732	0.14203728	0.11634595	3049	0.12617328		
0.93191995	0.13386351	0.15994356	0.14526835	0.13648559	0.14205453	0.11634639	3050	0.12617328		
0.93207948	0.13385443	0.15996724	0.14524871	0.13645573	0.14207085	0.1163468	3051	0.12617328		
0.93224783	0.1338443	0.15999223	0.14522797	0.13642411	0.14208809	0.11634721	3052	0.12617328		
0.93240713	0.13383349	0.16001586	0.14520833	0.13639398	0.14210439	0.1163476	3053	0.12617328		
0.93257535	0.13382359	0.16004086	0.14518759	0.13636241	0.14212162	0.11634799	3054	0.12617328		
0.93273441	0.13381384	0.16006449	0.14516797	0.13633249	0.14213791	0.11634835	3055	0.12617328		
0.93290249	0.13380344	0.16008947	0.14514715	0.13630082	0.14215511	0.11634871	3056	0.12617328		
0.93306133	0.133794	0.16011309	0.14512753	0.13627097	0.14217137	0.11634905	3057	0.12617328		
0.93322927	0.13378315	0.16013806	0.14510674	0.13623925	0.14218857	0.11634939	3058	0.12617328		
0.93338788	0.13377314	0.16016166	0.14508707	0.13620931	0.14220481	0.1163497	3059	0.12617328		
0.93355569	0.13376291	0.16018663	0.14506627	0.1361777	0.14222199	0.11635002	3060	0.12617328		
0.93371407	0.13375319	0.16021022	0.14504659	0.13614782	0.14223821	0.11635031	3061	0.12617328		
0.93388175	0.13374292	0.16023519	0.14502578	0.13611621	0.14225538	0.1163506	3062	0.12617328		
0.9340399	0.13373299	0.16025875	0.14500611	0.13608634	0.14227157	0.11635087	3063	0.12617328		
0.93420744	0.13372201	0.16028371	0.14498525	0.1360546	0.14228872	0.11635114	3064	0.12617328		
0.93436537	0.13371269	0.16030726	0.14496559	0.13602484	0.14230489	0.11635138	3065	0.12617328		
0.93453277	0.13370202	0.16033223	0.14494472	0.13599316	0.14232204	0.11635163	3066	0.12617328		
0.93469048	0.13369265	0.16035577	0.14492504	0.13596342	0.14233819	0.11635185	3067	0.12617328		
0.93485774	0.13368178	0.16038071	0.14490416	0.13593172	0.14235531	0.11635207	3068	0.12617328		
0.93501523	0.13367154	0.16040421	0.14488448	0.13590186	0.14237143	0.11635226	3069	0.12617328		
0.93518235	0.13366206	0.16042919	0.14486356	0.13587037	0.14238855	0.11635246	3070	0.12617328		
0.93533963	0.13365153	0.16045267	0.14484387	0.13584048	0.14240465	0.11635263	3071	0.12617328		
0.93550661	0.13364155	0.16047763	0.14482295	0.13580894	0.14242175	0.11635281	3072	0.12617328		
0.93566367	0.13363135	0.16050109	0.14480327	0.13577912	0.14243783	0.11635296	3073	0.12617328		
0.9358305	0.13362093	0.16052604	0.14478234	0.13574752	0.14245491	0.11635311	3074	0.12617328		
0.93598735	0.13361147	0.16054951	0.1447626	0.13571782	0.14247097	0.11635324	3075	0.12617328		
0.93615405	0.13360046	0.16057443	0.14474168	0.13568614	0.14248804	0.11635336	3076	0.12617328		
0.93631068	0.13359058	0.16059787	0.14472195	0.1356564	0.14250407	0.11635347	3077	0.12617328		
0.93647724	0.13358008	0.1606228	0.14470099	0.13562479	0.14252112	0.11635357	3078	0.12617328		
0.93663366	0.13357051	0.16064623	0.14468128	0.13559515	0.14253714	0.11635366	3079	0.12617328		
0.93680007	0.13356007	0.16067116	0.14466028	0.13556354	0.14255418	0.11635373	3080	0.12617328		
0.93695629	0.13354992	0.16069456	0.14464055	0.13553381	0.14257017	0.11635379	3081	0.12617328		
0.93712256	0.13353965	0.16071948	0.14461956	0.13550225	0.14258719	0.11635385	3082	0.12617328		
0.93727857	0.13352961	0.16074286	0.14459985	0.13547258	0.14260316	0.11635389	3083	0.12617328		
0.93744469	0.13351894	0.16076777	0.14457878	0.13544094	0.14262017	0.11635392	3084	0.12617328		
0.93760051	0.13350968	0.16079115	0.14455909	0.13541142	0.14263611	0.11635394	3085	0.12617328		
0.93776647	0.13349855	0.16081604	0.14453805	0.13537973	0.1426531	0.11635395	3086	0.12617328		
0.93792209	0.13348845	0.16083939	0.14451829	0.13535006	0.14266903	0.11635394	3087	0.12617328		
0.93808791	0.13347868	0.1608643	0.14449725	0.13531862	0.142686	0.11635392	3088	0.12617328		
0.93824333	0.13346843	0.16088763	0.1444775	0.13528895	0.14270191	0.1163539	3089	0.12617328		
0.938409	0.13345788	0.16091251	0.14445645	0.13525739	0.14271886	0.11635386	3090	0.12617328		
0.93856422	0.13344858	0.16093584	0.1444367	0.1352279	0.14273474	0.11635381	3091	0.12617328		
0.93872974	0.13343731	0.1609607	0.14441561	0.13519622	0.14275168	0.11635375	3092	0.12617328		
0.93888477	0.13342745	0.160984	0.14439584	0.13516665	0.14276754	0.11635368	3093	0.12617328		
0.93905014	0.13341707	0.16100887	0.14437477	0.13513514	0.14278447	0.11635359	3094	0.12617328		
0.93920497	0.13340674	0.16103214	0.144355	0.13510552	0.1428003	0.1163535	3095	0.12617328		
0.93937019	0.13339701	0.16105702	0.14433388	0.13507412	0.14281721	0.11635339	3096	0.12617328		
0.93952484	0.13338662	0.16108028	0.1443141	0.1350445	0.14283303	0.11635328	3097	0.12617328		
0.93968991	0.1333763	0.16110513	0.14429301	0.13501303	0.14284991	0.11635315	3098	0.12617328		
0.93984436	0.13336628	0.16112838	0.14427322	0.1349835	0.14286571	0.11635301	3099	0.12617328		
0.94000928	0.13335547	0.16115321	0.14425207	0.13495193	0.14288258	0.11635285	3100	0.12617328		
0.94016355	0.13334633	0.16117646	0.1442323	0.13492258	0.14289836	0.1163527	3101	0.12617328		
0.94032831	0.13333487	0.16120126	0.14421116	0.13489093	0.1429152	0.11635252	3102	0.12617328		
0.94048239	0.13332522	0.16122449	0.14419136	0.1348615	0.14293096	0.11635234	3103	0.12617328		
0.940647	0.13331434	0.16124929	0.14417019	0.13482995	0.14294779	0.11635214	3104	0.12617328		
0.9408009	0.1333049	0.1612725	0.1441504	0.13480058	0.14296353	0.11635194	3105	0.12617328		
0.94096535	0.1332944	0.1612973	0.14412923	0.13476912	0.14298034	0.11635172	3106	0.12617328		
0.94111907	0.13328367	0.16132047	0.14410941	0.13473953	0.14299605	0.1163515	3107	0.12617328		
0.94128337	0.1332737	0.16134528	0.14408823	0.13470818	0.14301285	0.11635125	3108	0.12617328		
0.94143691	0.13326419	0.16136845	0.14406843	0.13467883	0.14302854	0.11635101	3109	0.12617328		
0.94160105	0.13325294	0.16139321	0.14404723	0.13464727	0.14304531	0.11635074	3110	0.12617328		
0.94175441	0.1332429	0.16141636	0.14402743	0.13461786	0.14306099	0.11635048	3111	0.12617328		
0.94191839	0.13323303	0.16144114	0.14400618	0.13458652	0.14307774	0.11635019	3112	0.12617328		
0.94207159	0.13322228	0.16146426	0.14398637	0.134557	0.14309339	0.1163499	3113	0.12617328		
0.94223541	0.13321175	0.16148901	0.14396516	0.1345256	0.14311013	0.11634959	3114	0.12617328		
0.94238843	0.13320227	0.16151214	0.14394532	0.13449631	0.14312576	0.11634929	3115	0.12617328		
0.94255209	0.13319141	0.16153687	0.14392409	0.13446486	0.14314248	0.11634895	3116	0.12617328		
0.94270494	0.13318154	0.16155997	0.14390425	0.13443552	0.14315809	0.11634862	3117	0.12617328		
0.94286844	0.13317077	0.16158469	0.14388301	0.1344041	0.14317479	0.11634827	3118	0.12617328		
0.94302112	0.13316092	0.16160778	0.14386316	0.13437479	0.14319038	0.11634792	3119	0.12617328		
0.94318446	0.13315	0.16163247	0.14384192	0.13434336	0.14320705	0.11634754	3120	0.12617328		
0.94333697	0.13314062	0.16165556	0.14382206	0.13431415	0.14322262	0.11634717	3121	0.12617328		
0.94350015	0.13312981	0.16168025	0.14380079	0.13428274	0.14323928	0.11634677	3122	0.12617328		
0.9436525	0.13311942	0.16170329	0.14378093	0.13425337	0.14325483	0.11634638	3123	0.12617328		
0.94381552	0.13310865	0.16172796	0.14375967	0.13422201	0.14327146	0.11634595	3124	0.12617328		
0.9439677	0.13309929	0.16175101	0.14373981	0.13419284	0.14328699	0.11634555	3125	0.12617328		
0.94413055	0.1330884	0.16177567	0.14371853	0.13416146	0.14330361	0.1163451	3126	0.12617328		
0.94428257	0.13307818	0.16179869	0.14369863	0.13413215	0.14331912	0.11634467	3127	0.12617328		
0.94444527	0.1330683	0.16182335	0.14367734	0.13410096	0.14333572	0.1163442	3128	0.12617328		
0.94459713	0.13305756	0.16184634	0.14365747	0.13407159	0.14335121	0.11634375	3129	0.12617328		
0.94475966	0.13304693	0.16187097	0.14363617	0.1340403	0.14336778	0.11634326	3130	0.12617328		
0.94491136	0.13303738	0.16189397	0.14361627	0.13401114	0.14338325	0.11634279	3131	0.12617328		
0.94507373	0.13302671	0.16191858	0.14359497	0.13397986	0.1433998	0.11634228	3132	0.12617328		
0.94522527	0.13301599	0.16194154	0.14357509	0.13395053	0.14341525	0.11634179	3133	0.12617328		
0.94538747	0.13300605	0.16196615	0.14355376	0.13391939	0.14343178	0.11634125	3134	0.12617328		
0.94553886	0.13299583	0.1619891	0.14353384	0.13389015	0.14344721	0.11634074	3135	0.12617328		
0.9457009	0.13298505	0.16201368	0.14351254	0.13385889	0.14346373	0.11634018	3136	0.12617328		
0.94585213	0.13297522	0.16203662	0.14349261	0.13382974	0.14347913	0.11633965	3137	0.12617328		
0.94601401	0.13296408	0.16206117	0.14347127	0.13379842	0.14349562	0.11633907	3138	0.12617328		
0.94616509	0.13295487	0.16208412	0.14345139	0.13376943	0.14351102	0.11633853	3139	0.12617328		
0.94632679	0.13294384	0.16210865	0.14343002	0.13373814	0.14352748	0.11633792	3140	0.12617328		
0.94647773	0.13293351	0.16213156	0.14341008	0.13370893	0.14354285	0.11633735	3141	0.12617328		
0.94663927	0.13292257	0.16215607	0.14338876	0.13367771	0.1435593	0.11633673	3142	0.12617328		
0.94679005	0.13291327	0.16217898	0.14336882	0.13364871	0.14357465	0.11633614	3143	0.12617328		
0.94695142	0.13290221	0.16220348	0.14334747	0.13361747	0.14359107	0.1163355	3144	0.12617328		
0.94710206	0.13289206	0.16222636	0.1433275	0.13358833	0.1436064	0.11633488	3145	0.12617328		
0.94726327	0.13288204	0.16225086	0.14330616	0.13355731	0.14362281	0.11633422	3146	0.12617328		
0.94741376	0.13287129	0.16227371	0.14328621	0.13352809	0.14363811	0.11633359	3147	0.12617328		
0.9475748	0.1328607	0.16229818	0.14326483	0.13349697	0.14365449	0.1163329	3148	0.12617328		
0.94772515	0.1328505	0.16232102	0.14324488	0.13346787	0.14366978	0.11633225	3149	0.12617328		
0.94788602	0.13284022	0.16234548	0.1432235	0.13343683	0.14368614	0.11633154	3150	0.12617328		
0.94803623	0.13283021	0.16236831	0.14320355	0.13340779	0.14370141	0.11633088	3151	0.12617328		
0.94819692	0.13281922	0.16239274	0.14318218	0.13337665	0.14371775	0.11633015	3152	0.12617328		
0.94834699	0.13280937	0.16241556	0.14316217	0.13334763	0.143733	0.11632946	3153	0.12617328		
0.94850752	0.13279834	0.16243995	0.14314081	0.13331651	0.14374931	0.11632871	3154	0.12617328		
0.94865745	0.1327885	0.16246277	0.14312082	0.13328752	0.14376455	0.116328	3155	0.12617328		
0.94881781	0.13277746	0.16248715	0.14309941	0.1332564	0.14378083	0.11632722	3156	0.12617328		
0.94896761	0.13276752	0.16250993	0.14307945	0.13322743	0.14379604	0.1163265	3157	0.12617328		
0.94912779	0.13275703	0.16253431	0.14305804	0.13319644	0.14381232	0.11632571	3158	0.12617328		
0.94927746	0.13274704	0.16255708	0.14303803	0.13316745	0.14382751	0.11632495	3159	0.12617328		
0.94943747	0.13273603	0.16258141	0.14301666	0.13313641	0.14384375	0.11632415	3160	0.12617328		
0.949587	0.13272622	0.16260418	0.14299663	0.13310747	0.14385892	0.11632338	3161	0.12617328		
0.94974684	0.13271506	0.16262849	0.14297524	0.13307642	0.14387514	0.11632254	3162	0.12617328		
0.94989624	0.13270529	0.16265124	0.14295521	0.1330475	0.1438903	0.11632175	3163	0.12617328		
0.95005591	0.1326942	0.16267553	0.14293382	0.13301649	0.14390649	0.1163209	3164	0.12617328		
0.95020518	0.13268419	0.16269826	0.14291377	0.13298754	0.14392163	0.11632009	3165	0.12617328		
0.95036468	0.13267375	0.16272255	0.14289237	0.13295667	0.1439378	0.11631922	3166	0.12617328		
