FiberVelocity						
version=1						
nRows=4903						
nColumns=7						
inDegrees=no						
						
"This analysis gathers basic information about muscles during a simulation (e.g., forces, tendon lengths, moment arms, etc)."						
"Units are S.I. units (second, meters, Newtons, ...)"						
Angles are in degrees.						
						
endheader						
time	bifemlh_r	bifemsh_r	glut_max2_r	Vastus Intermedius	med_gas_r	tib_ant_r
0.19497672	-0.06932138	0.15158914	-0.13287185	-0.19311078	0.10195778	-0.00646481
0.19513917	-0.06937038	0.15162837	-0.13296445	-0.19314966	0.10196927	-0.00653219
0.19529079	-0.06940385	0.15166301	-0.13305213	-0.19317505	0.10194296	-0.00659504
0.19545307	-0.06950542	0.15164125	-0.13314632	-0.19326987	0.10190219	-0.00666238
0.19560453	-0.06954019	0.15168232	-0.13322798	-0.19328962	0.10191598	-0.00672491
0.19576665	-0.06958183	0.15170238	-0.13331597	-0.19331702	0.10187543	-0.00679186
0.19591796	-0.06963902	0.15172558	-0.13340257	-0.19336477	0.10187534	-0.00685459
0.19607991	-0.06967843	0.15177818	-0.13349784	-0.19339539	0.10189272	-0.00692187
0.19623106	-0.06973315	0.15178166	-0.13358012	-0.19343693	0.101849	-0.00698437
0.19639285	-0.06976856	0.15180392	-0.13365859	-0.19344834	0.10183349	-0.00705071
0.19654386	-0.06981249	0.15183922	-0.13375472	-0.19349101	0.10180417	-0.0071138
0.19670547	-0.06990769	0.15182973	-0.13384279	-0.19357185	0.10180355	-0.00718061
0.19685633	-0.06994504	0.15185236	-0.13391933	-0.19358938	0.1017926	-0.00724271
0.19701778	-0.06998607	0.15189325	-0.1340155	-0.19362211	0.10177937	-0.00730986
0.19716849	-0.07004119	0.15188327	-0.13408859	-0.1936548	0.10173247	-0.00737166
0.19732978	-0.07007529	0.15194057	-0.13418371	-0.19367867	0.10175164	-0.00743875
0.19748034	-0.07013691	0.15195061	-0.1342654	-0.19372529	0.10174327	-0.00750092
0.19764146	-0.07017265	0.15197668	-0.13435113	-0.19374254	0.10171465	-0.00756745
0.19779188	-0.07020918	0.15200413	-0.13443262	-0.19376299	0.10169835	-0.00762962
0.19795283	-0.07031765	0.15197166	-0.1345256	-0.19386138	0.10164957	-0.00769646
0.1981031	-0.07031587	0.15204923	-0.13460828	-0.19384276	0.10167856	-0.0077586
0.19826388	-0.07034111	0.15206928	-0.13468671	-0.19384242	0.10163574	-0.00782462
0.19841402	-0.07046	0.15202897	-0.13476999	-0.19394837	0.10161444	-0.00788677
0.19857463	-0.07046617	0.15210336	-0.13485742	-0.19393533	0.10164397	-0.00795316
0.19872463	-0.07053722	0.15207704	-0.13493634	-0.19398868	0.10156974	-0.00801509
0.19888507	-0.07056744	0.15211333	-0.13502527	-0.19400203	0.10154606	-0.00808151
0.19903493	-0.07060964	0.15215749	-0.13510573	-0.19402545	0.10159042	-0.00814342
0.1991952	-0.07071684	0.15210066	-0.13518483	-0.19410915	0.10152128	-0.00820919
0.19934493	-0.07069391	0.15219434	-0.13527318	-0.19407306	0.10152844	-0.00827159
0.19950502	-0.07079275	0.15215846	-0.13535414	-0.19414925	0.10149021	-0.0083374
0.19965462	-0.07085782	0.15214405	-0.13543058	-0.19419309	0.10144327	-0.00839899
0.19981454	-0.07081685	0.15226885	-0.13552319	-0.19413506	0.10148675	-0.00846552
0.199964	-0.07093839	0.15221224	-0.13560001	-0.19423662	0.10144985	-0.00852703
0.20012375	-0.07100596	0.15220144	-0.13567581	-0.19427536	0.10142733	-0.0085925
0.20027309	-0.07100876	0.15224471	-0.13576087	-0.19426269	0.10136901	-0.00865448
0.20043266	-0.07106362	0.15227032	-0.13584456	-0.19429459	0.10138862	-0.00872028
0.20058187	-0.07109534	0.15229797	-0.13592098	-0.19430288	0.10138065	-0.00878182
0.20074127	-0.07120428	0.1522459	-0.13599974	-0.19438646	0.10132937	-0.00884721
0.20089036	-0.07117757	0.15232972	-0.13607971	-0.19433759	0.10133096	-0.0089088
0.20104958	-0.07128602	0.15229184	-0.13616879	-0.19442958	0.10128225	-0.00897495
0.20119854	-0.07132937	0.15230523	-0.13623836	-0.19444295	0.10128451	-0.00903582
0.20135759	-0.07135251	0.15234526	-0.13632491	-0.1944445	0.10126448	-0.00910167
0.20150643	-0.07142229	0.15231239	-0.13639226	-0.19448365	0.10120995	-0.00916235
0.20166531	-0.07144499	0.15238075	-0.13648434	-0.19448858	0.10124502	-0.00922851
0.20181402	-0.07150478	0.1523708	-0.1365613	-0.19452552	0.10119776	-0.00928984
0.20197272	-0.07157312	0.15235344	-0.13663515	-0.19456181	0.10116638	-0.00935466
0.20212132	-0.07162664	0.15236026	-0.13671473	-0.19459387	0.10114115	-0.00941611
0.20227984	-0.07166681	0.15237332	-0.13679541	-0.19460703	0.10110667	-0.00948139
0.20242832	-0.07167448	0.15243677	-0.13687532	-0.19459169	0.10112974	-0.00954281
0.20258666	-0.07175167	0.15239704	-0.13694372	-0.19463197	0.10107712	-0.00960716
0.20273504	-0.07181688	0.15238164	-0.13701829	-0.19467132	0.10103538	-0.0096682
0.2028932	-0.07181624	0.1524709	-0.13711194	-0.19465274	0.10107023	-0.00973418
0.20304145	-0.07195167	0.15239178	-0.13718462	-0.19476218	0.10101873	-0.0097951
0.20319943	-0.07194869	0.1524152	-0.13725508	-0.1947216	0.10095297	-0.00985943
0.20334758	-0.071974	0.15246352	-0.13733455	-0.19472295	0.10097608	-0.00992068
0.20350538	-0.07204487	0.15243773	-0.13740239	-0.19475531	0.10094793	-0.00998479
0.20365343	-0.0721152	0.15243849	-0.13748472	-0.19480549	0.10093431	-0.01004628
0.20381104	-0.0721164	0.15246851	-0.13756368	-0.19477598	0.10086754	-0.01011104
0.20395898	-0.07220636	0.15244793	-0.13763485	-0.19483614	0.10087618	-0.01017169
0.20411641	-0.07220918	0.15248923	-0.13771185	-0.19480592	0.10084826	-0.01023633
0.20426425	-0.07226893	0.15246845	-0.13777997	-0.19483262	0.10080246	-0.01029662
0.2044215	-0.07235938	0.15246151	-0.13786388	-0.19489777	0.10081297	-0.01036169
0.20456923	-0.07235213	0.15250941	-0.13793931	-0.19486142	0.10077974	-0.01042255
0.20472629	-0.07243535	0.1524813	-0.13801019	-0.19490803	0.10076212	-0.01048657
0.20487393	-0.07248916	0.15244532	-0.13807522	-0.1949256	0.10067501	-0.01054662
0.20503081	-0.07251154	0.1525099	-0.13816567	-0.19492576	0.10070543	-0.01061198
0.20517834	-0.07256899	0.15250141	-0.1382293	-0.19494493	0.10070097	-0.01067197
0.20533504	-0.07265074	0.15244469	-0.13830039	-0.19499014	0.10060648	-0.0107358
0.20548248	-0.07264066	0.15252382	-0.13838179	-0.19495487	0.10062888	-0.01079697
0.20563898	-0.07274898	0.15245572	-0.13845425	-0.19502794	0.10055657	-0.01086097
0.20578633	-0.0727321	0.1525179	-0.1385162	-0.19496847	0.10058293	-0.01092063
0.20594265	-0.07281881	0.15249254	-0.1386013	-0.19502998	0.10053477	-0.01098541
0.2060899	-0.07288463	0.15247312	-0.13866955	-0.19506096	0.10050549	-0.0110456
0.20624603	-0.07288386	0.15250949	-0.13873833	-0.19501802	0.10048427	-0.01110904
0.2063932	-0.07295815	0.15248028	-0.13880755	-0.19505839	0.10044469	-0.01116921
0.20654914	-0.07302118	0.15247454	-0.13888482	-0.19508788	0.10042209	-0.0112333
0.20669622	-0.07305122	0.15247697	-0.13895255	-0.1950813	0.10037598	-0.01129329
0.20685197	-0.07304914	0.15253755	-0.13902141	-0.1950361	0.1004134	-0.01135667
0.20699897	-0.07316804	0.15245747	-0.13909653	-0.19512698	0.10031873	-0.01141724
0.20715452	-0.07323962	0.15243273	-0.13916715	-0.19515928	0.10028651	-0.01148065
0.20730144	-0.07319151	0.15252457	-0.13923242	-0.195069	0.10031361	-0.01154036
0.2074568	-0.07328552	0.15247665	-0.13930548	-0.19512626	0.10026133	-0.01160389
0.20760364	-0.0733367	0.15247206	-0.13937652	-0.19514305	0.10023109	-0.01166409
0.2077588	-0.07338769	0.15246702	-0.13944475	-0.19515138	0.10021372	-0.01172712
0.20790557	-0.07346012	0.15240723	-0.13950526	-0.19518117	0.10012069	-0.01178643
0.20806054	-0.0734732	0.15246648	-0.13958423	-0.19515914	0.10015446	-0.01185028
0.20820723	-0.07350232	0.15247479	-0.13964912	-0.19514732	0.1001308	-0.0119099
0.208362	-0.07356255	0.15243803	-0.13971998	-0.19516743	0.10004445	-0.01197304
0.20850862	-0.07362173	0.15244063	-0.13978568	-0.19518648	0.10006554	-0.01203269
0.20866319	-0.07368899	0.15240916	-0.13985685	-0.19521367	0.10000586	-0.01209572
0.20880974	-0.07370347	0.15243807	-0.13992372	-0.19518765	0.09999833	-0.01215544
0.20896411	-0.07375747	0.15241115	-0.13998563	-0.19519286	0.0999515	-0.01221765
0.2091106	-0.07384341	0.15238225	-0.14005987	-0.19524639	0.09992198	-0.01227799
0.20926476	-0.07383988	0.15241406	-0.14012415	-0.19519416	0.09989814	-0.01234024
0.20941119	-0.07387712	0.15241259	-0.1401874	-0.19518807	0.09987194	-0.01239959
0.20956515	-0.07393025	0.15239933	-0.14025577	-0.19519728	0.09983798	-0.01246224
0.20971152	-0.07399613	0.15237235	-0.14032159	-0.19522234	0.09979841	-0.01252173
0.20986527	-0.07405834	0.15236343	-0.14039379	-0.1952438	0.09978196	-0.01258459
0.21001158	-0.07407037	0.15235318	-0.14044935	-0.19520488	0.09970663	-0.01264325
0.21016513	-0.0741322	0.15235715	-0.14052217	-0.19522592	0.0997195	-0.01270594
0.21031138	-0.07420432	0.15232994	-0.14058936	-0.19525789	0.09968803	-0.01276564
0.21046472	-0.07423981	0.15228776	-0.14064171	-0.19523517	0.09959516	-0.01282653
0.21061093	-0.07429514	0.15230743	-0.14071664	-0.1952555	0.09962302	-0.01288677
0.21076405	-0.07428245	0.15234775	-0.14078217	-0.19519387	0.09959833	-0.01294879
0.21091021	-0.07436643	0.15227536	-0.14083572	-0.19522607	0.09951987	-0.01300714
0.21106313	-0.0744219	0.15226641	-0.14090492	-0.19523692	0.09949871	-0.01306932
0.21120924	-0.07442555	0.15229762	-0.1409726	-0.19519791	0.09947365	-0.01312897
0.21136194	-0.07454909	0.15221963	-0.1410328	-0.19527099	0.09944501	-0.01319029
0.21150801	-0.07456962	0.15223159	-0.14109393	-0.19524332	0.09942564	-0.01324922
0.2116605	-0.07455926	0.15225286	-0.14115605	-0.19518049	0.09936886	-0.01331061
0.21180653	-0.07465768	0.15220094	-0.141221	-0.19523573	0.0993361	-0.01336999
0.2119588	-0.07469507	0.15220184	-0.14128635	-0.19522405	0.09931468	-0.01343155
0.21210479	-0.07472489	0.15217565	-0.141341	-0.19520027	0.09923946	-0.01348983
0.21225685	-0.07477058	0.1521853	-0.14140782	-0.19519793	0.09925169	-0.01355156
0.2124028	-0.07485117	0.15214349	-0.14147098	-0.19523255	0.09921381	-0.01361065
0.21255464	-0.0748905	0.15210909	-0.14152774	-0.19521572	0.09913508	-0.01367124
0.21270056	-0.07491848	0.152126	-0.14159211	-0.19519677	0.09913342	-0.0137304
0.21285218	-0.07498103	0.15208426	-0.14165062	-0.19520478	0.09907751	-0.01379112
0.21299807	-0.07499628	0.15210225	-0.14171074	-0.19516906	0.09906603	-0.01384988
0.21314947	-0.07507141	0.15206185	-0.141776	-0.19519505	0.09901827	-0.0139111
0.21329533	-0.07506467	0.1520762	-0.14182234	-0.19512508	0.09899531	-0.01396854
0.21344652	-0.07518635	0.15201275	-0.1418972	-0.19520665	0.09895466	-0.01403059
0.21359234	-0.07522014	0.15199018	-0.14195308	-0.1951858	0.09889327	-0.01408892
0.21374331	-0.07517968	0.15204714	-0.14200779	-0.19508391	0.09888675	-0.0141489
0.21388911	-0.07534095	0.15192787	-0.14206934	-0.19519847	0.09882358	-0.01420774
0.21403986	-0.07536357	0.15192073	-0.14212346	-0.19516056	0.09878637	-0.01426765
0.21418564	-0.07535362	0.15195618	-0.14218149	-0.19509571	0.09877445	-0.01432604
0.21433617	-0.07540821	0.15193812	-0.14224497	-0.19509806	0.09874601	-0.01438676
0.21448192	-0.07548548	0.15187658	-0.14230197	-0.19512186	0.0986722	-0.01444511
0.21463223	-0.0755215	0.15186378	-0.14235711	-0.19509808	0.09864434	-0.01450488
0.21477796	-0.0755592	0.15185507	-0.14241656	-0.19508265	0.09861451	-0.01456342
0.21492805	-0.07559712	0.15183861	-0.14247052	-0.19505964	0.09858487	-0.01462297
0.21507376	-0.0756698	0.1517856	-0.14252995	-0.19507977	0.09851609	-0.01468151
0.21522363	-0.0757353	0.15174231	-0.14258409	-0.19508503	0.09847466	-0.01474102
0.21536932	-0.07569054	0.15181223	-0.14264193	-0.19498242	0.09847944	-0.01479931
0.21551897	-0.07580542	0.15172069	-0.14269956	-0.19504121	0.09840726	-0.01485903
0.21566464	-0.07587763	0.1516715	-0.14274643	-0.19504991	0.09838304	-0.01491623
0.21581408	-0.07586179	0.15169896	-0.14281113	-0.19497948	0.09832428	-0.01497659
0.21595972	-0.07592061	0.15167625	-0.14286885	-0.19498265	0.09830688	-0.01503486
0.21610894	-0.07594401	0.15166198	-0.14291567	-0.19493793	0.0982748	-0.01509332
0.21625457	-0.0760266	0.15158071	-0.14296653	-0.19495976	0.09818211	-0.01515081
0.21640358	-0.07606953	0.15159311	-0.14302999	-0.19494808	0.09820409	-0.01521086
0.21654918	-0.07610095	0.15156543	-0.14308039	-0.19491651	0.0981431	-0.01526836
0.21669798	-0.0761349	0.15152629	-0.14313023	-0.19488465	0.09806292	-0.01532682
0.21684356	-0.07622337	0.15150227	-0.14319511	-0.19492275	0.09807914	-0.01538582
0.21699214	-0.07625864	0.15146079	-0.14323798	-0.19488631	0.09801577	-0.01544352
0.21713771	-0.07628086	0.15145788	-0.14329307	-0.19484804	0.09798312	-0.01550138
0.21728608	-0.07634621	0.15140104	-0.14334819	-0.19485234	0.09790603	-0.01556027
0.21743164	-0.07633895	0.15141814	-0.14339492	-0.1947764	0.09788857	-0.01561725
0.2175798	-0.07646907	0.15134122	-0.14345791	-0.19485301	0.09786488	-0.01567684
0.21772535	-0.07645768	0.15133783	-0.1434973	-0.19476706	0.09781172	-0.01573301
0.21787331	-0.07651744	0.15128313	-0.1435491	-0.19476212	0.09773825	-0.01579134
0.21801886	-0.07654949	0.15128491	-0.14360791	-0.19473571	0.09772529	-0.01584956
0.2181666	-0.07657721	0.15127294	-0.1436579	-0.19469596	0.09769781	-0.01590762
0.21831215	-0.07666716	0.15117184	-0.14370029	-0.19471567	0.09759674	-0.01596396
0.21845969	-0.07667404	0.1512108	-0.14375836	-0.19466056	0.09762762	-0.01602278
0.21860523	-0.07678675	0.15110826	-0.14381036	-0.19471111	0.09753949	-0.01608024
0.21875256	-0.07675461	0.15113084	-0.14385653	-0.19460619	0.09749099	-0.01613765
0.2188981	-0.07678998	0.1511168	-0.14390445	-0.19457315	0.0974776	-0.01619459
0.21904523	-0.07687973	0.15103847	-0.14395558	-0.19459735	0.0974069	-0.01625246
0.21919076	-0.07694266	0.15100409	-0.14400704	-0.19459519	0.09738754	-0.01630976
0.21933769	-0.07697523	0.15095619	-0.14404643	-0.19455084	0.0973134	-0.01636612
0.21948322	-0.07701792	0.1509188	-0.14409822	-0.19452773	0.09724799	-0.01642352
0.21962995	-0.07701127	0.1509663	-0.14415306	-0.1944547	0.09728227	-0.01648159
0.21977546	-0.07707917	0.15088723	-0.14419637	-0.19445031	0.09718953	-0.01653788
0.219922	-0.07717363	0.15080769	-0.14424227	-0.19447424	0.09713915	-0.0165948
0.2200675	-0.07719179	0.15080379	-0.14428863	-0.1944203	0.09712173	-0.01665142
0.22021385	-0.07719315	0.15080089	-0.14433831	-0.19435115	0.09706656	-0.01670876
0.22035933	-0.07725459	0.15074384	-0.14438504	-0.1943416	0.09700431	-0.01676535
0.22050549	-0.07735981	0.15066147	-0.14443431	-0.19437851	0.09695795	-0.01682251
0.22065095	-0.07736632	0.15063948	-0.14447282	-0.1943058	0.09689799	-0.01687814
0.22079693	-0.07737479	0.15065153	-0.14452815	-0.19424728	0.09687547	-0.01693592
0.22094236	-0.07744496	0.15059783	-0.14457064	-0.1942427	0.096849	-0.01699192
0.22108816	-0.07750601	0.15051765	-0.14461186	-0.19422715	0.09674745	-0.01704792
0.22123357	-0.077487	0.15056084	-0.14466017	-0.19413452	0.09676573	-0.01710463
0.22137919	-0.07762272	0.15042037	-0.14470284	-0.19419667	0.09665816	-0.01716066
0.22152457	-0.07762566	0.15042253	-0.14475504	-0.19412928	0.09661095	-0.01721776
0.22167001	-0.07761384	0.15044102	-0.14478845	-0.19403184	0.09662544	-0.01727266
0.22181537	-0.07774566	0.15030802	-0.14483158	-0.19408961	0.09652684	-0.01732861
0.22196064	-0.07777758	0.1502785	-0.14488208	-0.19405007	0.09646419	-0.01738538
0.22210596	-0.07780818	0.15025811	-0.14492105	-0.19400003	0.09645157	-0.0174408
0.22225106	-0.07781157	0.1502532	-0.14497112	-0.19393029	0.09639452	-0.0174975
0.22239634	-0.07787953	0.15017284	-0.14500621	-0.19391522	0.09632217	-0.01755232
0.22254128	-0.07792812	0.1501349	-0.14504862	-0.19388585	0.09629255	-0.01760794
0.22268652	-0.07798128	0.15008927	-0.14510088	-0.19386819	0.09622719	-0.01766494
0.22283129	-0.07804458	0.15000817	-0.14512655	-0.19384062	0.09616959	-0.01771838
0.2229765	-0.07805467	0.15002297	-0.14517963	-0.19377883	0.0961628	-0.01777534
0.2231211	-0.0780845	0.14998682	-0.14522353	-0.19373035	0.09609879	-0.01783101
0.22326626	-0.07811207	0.14994324	-0.14525827	-0.19367187	0.09603834	-0.01788559
0.22341071	-0.07824405	0.14981841	-0.14529495	-0.19372279	0.09597588	-0.01794022
0.22355583	-0.07823496	0.14981863	-0.14533706	-0.19363179	0.09592978	-0.01799573
0.22370012	-0.0782417	0.14981697	-0.1453858	-0.19356244	0.09589018	-0.01805176
0.22384518	-0.0783716	0.14968087	-0.14542266	-0.19360991	0.09579787	-0.0181065
0.22398932	-0.07836657	0.14967166	-0.14545429	-0.19351499	0.09576497	-0.01816033
0.22413434	-0.07837226	0.14966765	-0.14549106	-0.19343408	0.09575029	-0.01821505
0.22427833	-0.07846257	0.14958563	-0.14554325	-0.19345256	0.09566901	-0.01827126
0.22442328	-0.07848602	0.14955569	-0.14558048	-0.19338972	0.0956259	-0.01832595
0.22456712	-0.07857222	0.14945438	-0.1456141	-0.19338947	0.09554205	-0.01837984
0.22471202	-0.07856596	0.14944451	-0.14564956	-0.19329432	0.09549587	-0.01843416
0.22485572	-0.07858186	0.14942385	-0.14568533	-0.19322286	0.0954635	-0.01848819
0.22500056	-0.0786893	0.14933346	-0.14573027	-0.19325141	0.09541384	-0.01854371
0.22514411	-0.07875316	0.14925512	-0.14576264	-0.19322623	0.09534528	-0.01859713
0.22528889	-0.07874511	0.14923328	-0.14579962	-0.19312933	0.09526465	-0.01865161
0.2254323	-0.07878536	0.14919956	-0.14583828	-0.19308433	0.09523871	-0.01870572
0.22557701	-0.0788307	0.14916024	-0.14587804	-0.19304398	0.0952071	-0.01876047
0.22572028	-0.07889481	0.14906626	-0.14590424	-0.19301354	0.09511951	-0.01881294
0.22586493	-0.07894868	0.14901346	-0.14594596	-0.19298301	0.09506734	-0.0188678
0.22600806	-0.07896037	0.14898652	-0.14598069	-0.19290455	0.09501591	-0.01892127
0.22615264	-0.07902611	0.14889605	-0.14600919	-0.1928758	0.0949339	-0.01897437
0.22629564	-0.07904047	0.14889699	-0.14605362	-0.19280701	0.09492511	-0.01902893
0.22644014	-0.07910326	0.14880674	-0.14608075	-0.19277349	0.094842	-0.01908182
0.22658301	-0.07912447	0.14878204	-0.14612167	-0.19270872	0.09479634	-0.01913579
0.22672743	-0.0791663	0.14871998	-0.14615152	-0.19265523	0.09473263	-0.01918894
0.22687017	-0.07924598	0.14863641	-0.14618955	-0.19264802	0.09466555	-0.01924251
0.22701451	-0.07928225	0.14856848	-0.14621512	-0.19258511	0.0945898	-0.01929489
0.22715713	-0.07930787	0.14854089	-0.14624682	-0.19251693	0.09456918	-0.01934757
0.22730139	-0.07936912	0.14846996	-0.14628577	-0.19248929	0.09449652	-0.01940172
0.22744388	-0.07938461	0.14842557	-0.14630986	-0.19240454	0.09443968	-0.01945316
0.22758806	-0.07944504	0.1483621	-0.14634929	-0.19237577	0.09438109	-0.01950728
0.22773042	-0.07947395	0.1483148	-0.14638177	-0.19231071	0.09431989	-0.0195598
0.22787451	-0.0795089	0.14826093	-0.14640946	-0.19224635	0.09426782	-0.01961222
0.22801675	-0.07959169	0.14816293	-0.14644566	-0.19223907	0.09417849	-0.01966515
0.22816075	-0.07963824	0.14809848	-0.14646339	-0.19217897	0.09414858	-0.0197161
0.22830288	-0.07962179	0.14809906	-0.14650298	-0.19207143	0.09409666	-0.01976943
0.22844678	-0.07967111	0.1480377	-0.14653456	-0.19202375	0.09404317	-0.01982211
0.22858879	-0.07975389	0.14792287	-0.14655541	-0.19200394	0.09395511	-0.01987276
0.2287326	-0.07978733	0.14788655	-0.14659532	-0.19194576	0.09390854	-0.01992654
0.22887449	-0.07982156	0.14781091	-0.146611	-0.19187175	0.09383599	-0.01997636
0.22901821	-0.07986877	0.14775637	-0.14664773	-0.19182475	0.09378098	-0.02002963
0.22915998	-0.07990821	0.14770191	-0.14668032	-0.19176787	0.09372177	-0.02008156
0.22930359	-0.07995062	0.14763649	-0.14670688	-0.19170804	0.09365977	-0.02013334
0.22944525	-0.07998719	0.14757024	-0.1467296	-0.19164062	0.09359443	-0.02018393
0.22958876	-0.08002974	0.14751179	-0.14676088	-0.19158375	0.09353608	-0.02023618
0.22973031	-0.08006887	0.14743718	-0.1467794	-0.19151527	0.09346724	-0.02028601
0.22987372	-0.08010454	0.1473813	-0.14680813	-0.19144889	0.09340901	-0.02033782
0.23001516	-0.08016194	0.14731066	-0.14684037	-0.19140882	0.0933461	-0.02038943
0.23015845	-0.08017695	0.14727195	-0.14686772	-0.19131973	0.09329361	-0.020441
0.23029978	-0.08028142	0.14714454	-0.14689121	-0.19132125	0.09320852	-0.02049131
0.23044296	-0.08031145	0.1470795	-0.14691071	-0.19124115	0.09314336	-0.02054158
0.23058419	-0.08030887	0.14706581	-0.14694207	-0.19113767	0.09310461	-0.02059284
0.23072725	-0.08035774	0.14697585	-0.14695814	-0.1910741	0.09302555	-0.02064262
0.23086838	-0.08040435	0.1469265	-0.14699303	-0.19102329	0.09298416	-0.0206942
0.23101131	-0.08044671	0.14683686	-0.14701418	-0.19095593	0.09288188	-0.0207445
0.23115234	-0.08046506	0.14678306	-0.14703125	-0.19086248	0.09282636	-0.0207936
0.23129515	-0.08058902	0.14666378	-0.1470648	-0.19088818	0.09276843	-0.02084543
0.23143607	-0.08056415	0.14665825	-0.14708703	-0.1907532	0.09273191	-0.02089513
0.23157876	-0.08058928	0.14657651	-0.14710218	-0.19066285	0.09263213	-0.02094431
0.23171959	-0.08071486	0.14643762	-0.14712711	-0.19068454	0.09255415	-0.02099416
0.23186217	-0.08066985	0.14645044	-0.14715165	-0.19052816	0.09251858	-0.02104463
0.2320029	-0.08072293	0.14636562	-0.14717183	-0.19047113	0.0924467	-0.02109372
0.23214538	-0.08080896	0.14625153	-0.14718914	-0.19044405	0.09237494	-0.02114295
0.23228602	-0.08083258	0.14618519	-0.14721245	-0.19035827	0.09228535	-0.0211924
0.2324284	-0.08087243	0.14611245	-0.14723114	-0.19028397	0.09222175	-0.02124169
0.23256895	-0.08091424	0.1460501	-0.14724988	-0.19021317	0.09218319	-0.02129032
0.23271123	-0.08095364	0.14599718	-0.14728167	-0.19014732	0.09212997	-0.02134139
0.23285168	-0.08099079	0.1459007	-0.14729256	-0.19006552	0.09202801	-0.02138885
0.23299387	-0.08102114	0.14583454	-0.14730791	-0.18997787	0.09197074	-0.02143736
0.23313424	-0.08106454	0.14576555	-0.14732932	-0.18990937	0.09191365	-0.0214862
0.23327633	-0.08110353	0.14568409	-0.14735108	-0.18983472	0.09182195	-0.02153554
0.23341661	-0.08112521	0.14562741	-0.14737079	-0.18974196	0.09175886	-0.02158394
0.2335586	-0.08122442	0.14551845	-0.14738853	-0.18972604	0.09171929	-0.02163267
0.2336988	-0.08124014	0.14543612	-0.14740016	-0.18962076	0.09161003	-0.02167972
0.2338407	-0.08127856	0.14536945	-0.14741829	-0.18954173	0.0915582	-0.02172831
0.23398082	-0.08132381	0.14530085	-0.14744041	-0.18947396	0.09150328	-0.02177688
0.23412262	-0.08134976	0.14520723	-0.14744813	-0.18937394	0.09139715	-0.02182371
0.23426267	-0.0813845	0.14515291	-0.14747073	-0.18929496	0.09135414	-0.02187222
0.23440437	-0.08146013	0.14503548	-0.14748453	-0.18925002	0.09126547	-0.02191992
0.23454435	-0.08151446	0.14493726	-0.14749299	-0.18918068	0.09119454	-0.02196614
0.23468596	-0.08146744	0.14495249	-0.14751766	-0.18901637	0.09116026	-0.0220153
0.23482586	-0.08158071	0.14481848	-0.14753804	-0.18901535	0.09108216	-0.02206318
0.23496737	-0.08164331	0.1446863	-0.14753802	-0.1889462	0.09097289	-0.0221085
0.23510722	-0.08162752	0.14464431	-0.14755182	-0.18880672	0.09089281	-0.02215532
0.23524864	-0.08165179	0.14460528	-0.14757128	-0.18871125	0.09087341	-0.02220339
0.23538842	-0.08176645	0.14446434	-0.14759	-0.18870941	0.09078657	-0.02225074
0.23552974	-0.08175524	0.14440753	-0.14759965	-0.18856927	0.09069296	-0.02229723
0.23566947	-0.08181181	0.1443087	-0.14760116	-0.19500216	0.09064074	-0.02234194
0.23581071	-0.08183387	0.14423736	-0.14762403	-0.19489702	0.09053978	-0.02239022
0.23595038	-0.08186203	0.14417651	-0.14763619	-0.19479226	0.09049637	-0.02243643
0.23609153	-0.08195036	0.14403349	-0.14764051	-0.19474506	0.09039607	-0.02248174
0.23623116	-0.08194765	0.1440017	-0.14765837	-0.1946101	0.09034992	-0.02252864
0.23637222	-0.08206357	0.14384701	-0.14766694	-0.19459532	0.09026026	-0.02257448
0.23651181	-0.08200902	0.14383751	-0.14767728	-0.19439765	0.09019374	-0.02262014
0.23665279	-0.08208487	0.1437162	-0.14768408	-0.19433747	0.09011318	-0.02266554
0.23679235	-0.0821899	0.14357759	-0.14769492	-0.194313	0.09003365	-0.02271107
0.23693325	-0.08213223	0.14357147	-0.14770783	-0.19411117	0.08996367	-0.02275735
0.23707278	-0.08216904	0.1434891	-0.147714	-0.19400839	0.08990244	-0.02280205
0.23721361	-0.08229055	0.14332233	-0.14771691	-0.19399378	0.0898093	-0.02284658
0.23735313	-0.08229786	0.14324185	-0.14772388	-0.19385838	0.08970147	-0.02289125
0.23749389	-0.08232691	0.1432067	-0.1477434	-0.1937546	0.08969708	-0.02293824
0.23763339	-0.08235666	0.14310106	-0.14774286	-0.19363771	0.08959028	-0.02298166
0.23777409	-0.08239663	0.14300203	-0.1477542	-0.19353862	0.08948718	-0.02302711
0.23791359	-0.08248984	0.14287463	-0.14775424	-0.19349071	0.08943705	-0.02307054
0.23805424	-0.08248087	0.14282251	-0.14775923	-0.19333335	0.08936785	-0.0231149
0.23819375	-0.08250076	0.14275797	-0.14777405	-0.19321501	0.08929631	-0.02316039
0.23833434	-0.08261577	0.14258391	-0.1477797	-0.1931921	0.08917032	-0.02320481
0.23847387	-0.08262511	0.14250485	-0.14777424	-0.19304714	0.08909782	-0.02324702
0.23861443	-0.08261532	0.14248034	-0.14778119	-0.19288898	0.08908121	-0.02329142
0.23875399	-0.08270638	0.14233105	-0.14779023	-0.19284225	0.08896008	-0.02333574
0.23889451	-0.08273583	0.14223823	-0.14779398	-0.1927233	0.08887043	-0.02337954
0.23903411	-0.08275839	0.14215763	-0.14779657	-0.19259683	0.08879774	-0.02342279
