FiberVelocity						
version=1						
nRows=4903						
nColumns=7						
inDegrees=no						
						
"This analysis gathers basic information about muscles during a simulation (e.g., forces, tendon lengths, moment arms, etc)."						
"Units are S.I. units (second, meters, Newtons, ...)"						
Angles are in degrees.						
						
endheader						
time	bifemlh_r	bifemsh_r	glut_max2_r	Vastus Intermedius	med_gas_r	tib_ant_r
0.85371971	-0.03878441	0.09618348	-0.06697541	-0.14719905	0.07828833	0.02990137
0.85385062	-0.03902951	0.09611527	-0.06707062	-0.14746758	0.07838533	0.02985126
0.85421173	-0.03901233	0.09656227	-0.06735309	-0.14757525	0.07852041	0.02972124
0.85435541	-0.03912941	0.09663177	-0.06746283	-0.14772866	0.0786132	0.02966833
0.85461514	-0.03910609	0.09698893	-0.06766214	-0.14775202	0.07883975	0.02957303
0.8549678	-0.03939934	0.0971222	-0.06793626	-0.1481841	0.07891143	0.02944479
0.85502023	-0.03935958	0.09722665	-0.06797642	-0.1481523	0.07895895	0.02942549
0.85514998	-0.03927028	0.09748426	-0.06807618	-0.14807651	0.07910361	0.02937793
0.85551052	-0.03955263	0.09766706	-0.06835651	-0.14846652	0.07930059	0.02924661
0.85565136	-0.03956343	0.09782429	-0.06846347	-0.14851348	0.07937346	0.02919421
0.85590935	-0.03963818	0.09805988	-0.06866498	-0.14867728	0.07946281	0.02910045
0.85625922	-0.03982094	0.09833837	-0.06893169	-0.14892315	0.07976159	0.02897041
0.85631163	-0.03982858	0.09838969	-0.06897165	-0.14894853	0.07977294	0.02895091
0.85644061	-0.03983178	0.09853059	-0.06907397	-0.14900867	0.07977642	0.02890457
0.85679951	-0.03998941	0.09883991	-0.06935252	-0.1492501	0.08003822	0.0287729
0.85693778	-0.04000696	0.09898349	-0.06945773	-0.14930671	0.08009386	0.02872124
0.85719385	-0.04021603	0.09909796	-0.06965988	-0.14960698	0.08018903	0.02862854
0.85754146	-0.04008676	0.09964566	-0.06992416	-0.14954112	0.08044461	0.02849834
0.85759362	-0.04016589	0.09963679	-0.06996603	-0.14964047	0.08046462	0.0284797
0.857722	-0.04042882	0.09954981	-0.07006919	-0.14995775	0.08050195	0.02843386
0.8580784	-0.04037401	0.1000278	-0.07034129	-0.14998452	0.08070967	0.02830056
0.85821437	-0.0404602	0.10011927	-0.07044835	-0.1501081	0.08079555	0.02825099
0.85846839	-0.04063097	0.1002659	-0.07064736	-0.15035989	0.08090354	0.02815775
0.85881426	-0.0406619	0.10064984	-0.07090701	-0.15045741	0.0811243	0.02802651
0.85886591	-0.04069684	0.10068019	-0.07094849	-0.15051148	0.08114302	0.02800788
0.85899389	-0.04079259	0.10075075	-0.07105432	-0.15066098	0.0811848	0.02796288
0.85934661	-0.04090002	0.10107261	-0.07132214	-0.1508467	0.08139195	0.02782988
0.85948047	-0.04093994	0.10119347	-0.0714254	-0.15092352	0.08145273	0.0277799
0.85973219	-0.04110098	0.10136467	-0.07162508	-0.15115181	0.08161981	0.02768824
0.86007684	-0.04105046	0.10181113	-0.07189002	-0.1511931	0.08176668	0.02755883
0.86012766	-0.04109433	0.10182908	-0.071929	-0.151252	0.08178478	0.0275398
0.86025545	-0.04126424	0.10182844	-0.07202883	-0.15145857	0.08185254	0.02749267
0.86060297	-0.04133988	0.10218172	-0.07229526	-0.1516072	0.0820804	0.02736184
0.86073482	-0.04141437	0.10227318	-0.07239983	-0.15172223	0.08214174	0.02731354
0.86098375	-0.04153207	0.10245263	-0.07259241	-0.15191277	0.08223406	0.02722042
0.86132771	-0.04154015	0.10288917	-0.07286519	-0.15199526	0.08250658	0.02709416
0.86137733	-0.04159891	0.10288416	-0.07290031	-0.15206613	0.08251253	0.02707433
0.86150517	-0.04174417	0.10287498	-0.0729896	-0.15224013	0.08252838	0.02702278
0.86184547	-0.04179097	0.10325418	-0.07326713	-0.15240074	0.08268442	0.02690038
0.86197541	-0.04187615	0.10332959	-0.07336447	-0.15250928	0.08276785	0.02685038
0.86222078	-0.0418157	0.10367405	-0.07355219	-0.15250154	0.08290285	0.02675754
0.86256446	-0.04223683	0.10371752	-0.07381611	-0.15298674	0.08317184	0.02662739
0.86261249	-0.04220019	0.10380364	-0.07385556	-0.15297216	0.08316624	0.02661018
0.8627406	-0.04203114	0.1040909	-0.07395955	-0.15286332	0.08313093	0.02656384
0.86307122	-0.04226938	0.10427086	-0.07421121	-0.15316411	0.08335201	0.02643769
0.86319962	-0.04228625	0.10441406	-0.07431234	-0.15321099	0.0834341	0.02638998
0.86344038	-0.04230125	0.10467529	-0.07449769	-0.15328761	0.08352836	0.02629872
0.86378393	-0.04256745	0.10486549	-0.07476424	-0.15361604	0.08380766	0.02616946
0.86383003	-0.04255501	0.10492298	-0.074799	-0.15361825	0.08380548	0.02615167
0.86395862	-0.04250133	0.10509223	-0.07489728	-0.1536165	0.08375902	0.02610247
0.86427697	-0.0426935	0.10532684	-0.07515047	-0.15387553	0.08401472	0.02598461
0.86440148	-0.04267144	0.10547522	-0.07524474	-0.15389074	0.08402175	0.02593669
0.86463529	-0.0428192	0.10562312	-0.07542429	-0.15408265	0.08417985	0.02584784
0.86498077	-0.04280761	0.10601592	-0.07569188	-0.15416985	0.08426559	0.02571668
0.865023	-0.04285087	0.10603303	-0.07572555	-0.15422014	0.08430782	0.02570107
0.86515339	-0.0430198	0.10605108	-0.07582828	-0.15440967	0.08443569	0.02565247
0.86544662	-0.04303918	0.10639324	-0.07605709	-0.1544864	0.08463629	0.02554172
0.86555061	-0.04312378	0.10642921	-0.07613585	-0.15459741	0.08466592	0.02550171
0.86577284	-0.04315418	0.10666151	-0.07631159	-0.15468898	0.08475546	0.02541847
0.86612246	-0.04337238	0.10680322	-0.07656757	-0.15499901	0.084761	0.02528057
0.86615748	-0.04335613	0.10687911	-0.07659891	-0.15498603	0.08483022	0.02526868
0.86629236	-0.04332722	0.10714529	-0.07671958	-0.15496668	0.08511417	0.0252229
0.8665484	-0.04342782	0.10728455	-0.07690531	-0.15514073	0.08506394	0.02512099
0.86663001	-0.04343187	0.10739269	-0.07697342	-0.15516343	0.08513864	0.02509154
0.86685763	-0.04366329	0.10745429	-0.07714791	-0.15543637	0.08528891	0.02500438
0.86717103	-0.04354484	0.10793511	-0.07740033	-0.15540623	0.08541685	0.0248881
0.86722705	-0.04360756	0.10793249	-0.07743875	-0.15547573	0.08543394	0.02486513
0.8673458	-0.04378871	0.10789198	-0.07751933	-0.15566206	0.0855091	0.0248162
0.86770296	-0.04382431	0.1082874	-0.07781004	-0.15580429	0.0856511	0.0246844
0.86783232	-0.04390289	0.1083671	-0.07790986	-0.15590881	0.08572158	0.0246348
0.86807519	-0.04391837	0.1086279	-0.0780841	-0.1559392	0.0859023	0.02453773
0.86843527	-0.04425632	0.10877567	-0.07839284	-0.15641346	0.08604092	0.0244092
0.86847127	-0.04423747	0.1088281	-0.07841503	-0.15639001	0.08606959	0.02439368
0.86860417	-0.04412502	0.10905165	-0.07849312	-0.15625578	0.08616516	0.02433516
0.86886295	-0.04425128	0.10924117	-0.07871196	-0.15648557	0.08620007	0.02424176
0.86894806	-0.04431012	0.10928249	-0.07877424	-0.15655455	0.08625058	0.02420804
0.86916561	-0.04430477	0.10955932	-0.07894417	-0.15658009	0.08642961	0.024125
0.86948193	-0.04464858	0.10958269	-0.07917579	-0.15697612	0.08655322	0.0239996
0.86953492	-0.04458949	0.10969611	-0.07922027	-0.15693732	0.08655434	0.02398035
0.86965457	-0.04439761	0.11001548	-0.07932401	-0.15679177	0.08657646	0.02393789
0.86999662	-0.04468105	0.11017354	-0.07958916	-0.15712972	0.08682391	0.02380647
0.87012152	-0.04466161	0.11033633	-0.07968781	-0.1571382	0.08688019	0.02375909
0.87036265	-0.04479999	0.11043669	-0.07985943	-0.15732097	0.08689568	0.02366185
0.87079429	-0.04493819	0.11089837	-0.08021614	-0.15753617	0.08731948	0.02350249
0.87083745	-0.04496891	0.11089365	-0.08024256	-0.15757571	0.08728299	0.02348382
0.87093789	-0.0450102	0.11092155	-0.08031027	-0.1576456	0.08720442	0.02344215
0.87112528	-0.04501602	0.11116128	-0.08046598	-0.15769282	0.08734776	0.02337303
0.87134694	-0.04511338	0.11131005	-0.08063129	-0.15782725	0.08743112	0.02328577
0.87145777	-0.04516527	0.11139526	-0.08071962	-0.15790305	0.08749081	0.02324378
0.87178693	-0.04527664	0.11166013	-0.08097376	-0.15808114	0.0876169	0.02311661
0.87200919	-0.04532568	0.11187596	-0.08114897	-0.1581744	0.08773156	0.0230317
0.87240941	-0.04551971	0.11215574	-0.08145626	-0.15843541	0.08793858	0.02287642
0.87250099	-0.04555451	0.11223417	-0.08152885	-0.15848726	0.08799427	0.0228415
0.87276689	-0.04559174	0.11248888	-0.0817351	-0.15858236	0.0880682	0.02273878
0.87302329	-0.0457083	0.11267597	-0.0819315	-0.15873814	0.08820901	0.02263899
0.87326853	-0.0457709	0.11290584	-0.08212721	-0.15885325	0.08832341	0.02254569
0.87351392	-0.04583597	0.1131127	-0.08231373	-0.15896018	0.08841531	0.02244972
0.87374752	-0.04597717	0.11325407	-0.08249475	-0.15913973	0.08854264	0.02235926
0.8739958	-0.04603586	0.11347361	-0.08268904	-0.15925153	0.08861849	0.02226358
0.87421715	-0.04610798	0.11366394	-0.08285888	-0.15935316	0.08875327	0.02217734
0.87450796	-0.04616481	0.11393179	-0.08308468	-0.15946548	0.0888547	0.02206459
0.87471639	-0.04629685	0.11406827	-0.08324676	-0.15962117	0.08902596	0.02198402
0.87504626	-0.04631143	0.11438228	-0.0835028	-0.15971862	0.0890153	0.02185572
0.87508091	-0.04634662	0.11440149	-0.08353065	-0.15975456	0.08906998	0.02184259
0.87520951	-0.04650724	0.11444263	-0.08363221	-0.1599158	0.08927184	0.02179338
0.87545126	-0.04649588	0.11467538	-0.0838168	-0.15996754	0.08921909	0.02169866
0.8755282	-0.046539	0.1147382	-0.08387663	-0.16001376	0.08931055	0.02166882
0.87573906	-0.04654774	0.11495694	-0.08403409	-0.16004646	0.08940692	0.02158519
0.87604601	-0.04689456	0.11503534	-0.08428589	-0.16045016	0.08964144	0.02146948
0.87609581	-0.0468524	0.11512177	-0.08432247	-0.16041462	0.08964936	0.02144955
0.87621313	-0.04669828	0.11534494	-0.08440309	-0.1602804	0.08959029	0.02140117
0.87653018	-0.04690721	0.11553286	-0.0846564	-0.16054511	0.08977229	0.02127975
0.87664765	-0.04690831	0.11566053	-0.08474735	-0.16056504	0.08981774	0.02123392
0.87687928	-0.04699155	0.11581124	-0.08491328	-0.16067034	0.08988144	0.0211403
0.87728347	-0.04720408	0.11612369	-0.08524931	-0.16096755	0.09013161	0.0209883
0.87734976	-0.04719029	0.11617825	-0.08529031	-0.16095712	0.09010519	0.0209599
0.87746531	-0.04716227	0.11628781	-0.0853644	-0.16093452	0.09008423	0.02091106
0.87782533	-0.04734188	0.11657687	-0.08565816	-0.16117238	0.09034915	0.02077418
0.87803083	-0.04742774	0.11669672	-0.08581057	-0.16129009	0.09036751	0.02069225
0.87839849	-0.04745863	0.1170885	-0.08609712	-0.16136855	0.09056916	0.02054905
0.87860435	-0.04769201	0.11709032	-0.08625707	-0.16164347	0.09059911	0.02046866
0.87896947	-0.04756506	0.11762245	-0.08653605	-0.16154515	0.09084008	0.02032498
0.87901731	-0.04776319	0.1174886	-0.08657195	-0.16175449	0.09083563	0.02030597
0.87906515	-0.04792048	0.11739573	-0.08660989	-0.16192481	0.09083543	0.02028744
0.87930433	-0.0477578	0.1178062	-0.08680689	-0.16181855	0.09087852	0.02019661
0.87956204	-0.04784507	0.11802653	-0.08699014	-0.16189235	0.09114142	0.02009179
0.87961846	-0.04788078	0.11804126	-0.08703597	-0.16194967	0.09109819	0.02007019
0.8797235	-0.04803564	0.11799049	-0.08712516	-0.16215405	0.09099975	0.02003093
0.88003491	-0.04805644	0.11834042	-0.08736615	-0.1621979	0.09123611	0.01990882
0.88015579	-0.0481172	0.11840411	-0.08745886	-0.1622805	0.09124167	0.01986124
0.88038239	-0.04818305	0.11859797	-0.0876295	-0.16236072	0.09138554	0.01977132
0.88068904	-0.04832045	0.11881739	-0.08787328	-0.16254731	0.09150932	0.0196524
0.88088875	-0.04832643	0.11902301	-0.08802362	-0.16257102	0.09159423	0.01957307
0.88125478	-0.04858626	0.11919226	-0.08831101	-0.16288398	0.09174004	0.01943021
0.88133521	-0.04857007	0.11928622	-0.08837143	-0.16287707	0.09175541	0.01939821
0.88151404	-0.04851315	0.11951903	-0.08850296	-0.16283094	0.09182463	0.01932643
0.88175121	-0.04870587	0.11961087	-0.08869646	-0.16307134	0.09189428	0.01923538
0.88186685	-0.04873603	0.11969579	-0.08878627	-0.16312262	0.09189231	0.01918998
0.88227119	-0.0488203	0.1200731	-0.08908836	-0.16321958	0.09217677	0.01902865
0.88278347	-0.04899786	0.1206686	-0.08948516	-0.16346504	0.09231269	0.01882691
0.8828347	-0.0490383	0.1206853	-0.08952294	-0.16350842	0.09233566	0.0188064
0.88296231	-0.04911065	0.12075645	-0.08962067	-0.16359348	0.0923877	0.01875606
0.88337649	-0.049204	0.12112269	-0.08994592	-0.16373829	0.09254366	0.01859382
0.88347309	-0.04924195	0.12118659	-0.09001999	-0.16378785	0.09256473	0.01855562
0.88375089	-0.04931113	0.121203	-0.09023049	-0.16387381	0.09271237	0.01844514
0.88395181	-0.04941404	0.12132599	-0.09038726	-0.16400024	0.09278499	0.0183662
0.88419812	-0.04949517	0.12151041	-0.09057873	-0.16411075	0.09285488	0.0182692
0.88439643	-0.04953558	0.12168157	-0.09072715	-0.16416146	0.09294521	0.01818993
0.88475467	-0.04968946	0.12192928	-0.09100892	-0.16435802	0.09307257	0.01804937
0.88496097	-0.0496937	0.12214752	-0.09116737	-0.16437676	0.09316864	0.01796776
0.88522428	-0.0498819	0.12223404	-0.09136504	-0.16458954	0.09321366	0.01786239
0.88527876	-0.04990893	0.12227573	-0.09141089	-0.16462553	0.09324301	0.01784165
0.88538448	-0.04989386	0.12241025	-0.09149644	-0.16462278	0.09329518	0.01780074
0.88570007	-0.0499951	0.12265205	-0.09173227	-0.16473531	0.0934541	0.01767423
0.88581987	-0.05001901	0.1227607	-0.09182714	-0.16477236	0.09349933	0.01762736
0.8860418	-0.05009624	0.1229012	-0.09199532	-0.1648728	0.09351286	0.01753889
0.88627765	-0.05017645	0.12309813	-0.09218144	-0.16497113	0.09365191	0.01744625
0.88647406	-0.05023464	0.12324106	-0.09232677	-0.16503714	0.0937182	0.01736728
0.88671335	-0.05031609	0.1234096	-0.09251208	-0.16514254	0.09376839	0.01727258
0.88690935	-0.05033835	0.12359391	-0.09266787	-0.16518839	0.09381193	0.01719578
0.88726214	-0.05054569	0.12379888	-0.09292623	-0.16538523	0.09409082	0.01705325
0.88764395	-0.05061101	0.1240911	-0.09323233	-0.16551917	0.09399602	0.01690416
0.88768213	-0.05062323	0.12413052	-0.09325579	-0.16551746	0.0940799	0.01688785
0.88777703	-0.05064573	0.1242393	-0.09332357	-0.16552231	0.09425053	0.01684904
0.88797017	-0.05074908	0.12431878	-0.0934781	-0.16566188	0.09418521	0.01677354
0.88810735	-0.0507801	0.12445084	-0.09358277	-0.16569164	0.09430124	0.01671883
0.88821444	-0.05080824	0.1245423	-0.09367016	-0.16573315	0.09433235	0.01667712
0.88845159	-0.05091903	0.12466678	-0.09384384	-0.16584967	0.09438531	0.01658136
0.88865457	-0.05092049	0.12487801	-0.09400227	-0.16586424	0.09445499	0.01650106
0.88885962	-0.05107835	0.12495514	-0.09415874	-0.16602888	0.09455523	0.01641928
0.88905733	-0.05111105	0.1251245	-0.09431073	-0.16607274	0.09460652	0.01634062
0.88926321	-0.05114617	0.12530034	-0.09446816	-0.16611712	0.0946663	0.01625855
0.88945964	-0.05127136	0.12540036	-0.0946205	-0.16625055	0.09476087	0.01618062
0.88966927	-0.05128282	0.12558912	-0.09477851	-0.16627017	0.09479348	0.01609659
0.88986426	-0.05134113	0.12574468	-0.09492831	-0.16633311	0.09488759	0.016019
0.89008314	-0.05147587	0.12583581	-0.09509442	-0.16647777	0.0949276	0.01593139
0.89027654	-0.05152418	0.12600072	-0.09524145	-0.16652592	0.0950378	0.01585412
0.89053055	-0.05155435	0.12622735	-0.09544214	-0.16657572	0.09507461	0.01575374
0.8907216	-0.05177425	0.12622323	-0.09557165	-0.16677337	0.09521748	0.01567491
0.89107206	-0.05157029	0.12675278	-0.0958727	-0.16663459	0.09514002	0.01554003
0.8911071	-0.05167609	0.12669742	-0.09588792	-0.16672044	0.09522337	0.01552427
0.89120571	-0.05190664	0.12660654	-0.09594291	-0.16691395	0.09541269	0.01548178
0.89138315	-0.05187891	0.12679217	-0.09609119	-0.16691724	0.09534204	0.01541277
0.89147769	-0.05192634	0.12684343	-0.0961521	-0.16694675	0.095426	0.01537325
0.89166914	-0.05196418	0.12700782	-0.09631218	-0.16700969	0.09543529	0.0152988
0.89191454	-0.05198849	0.1272418	-0.09649251	-0.16702036	0.09558365	0.01519981
0.89196134	-0.05203995	0.12723761	-0.09652762	-0.16707353	0.09558289	0.01518092
0.89206205	-0.05218614	0.12719596	-0.09660498	-0.16722754	0.09556784	0.01514053
0.89228402	-0.05210718	0.12750096	-0.0967752	-0.16714499	0.09567963	0.01505199
0.89235859	-0.05216508	0.12752376	-0.09683298	-0.16720541	0.09569733	0.01502224
0.89254655	-0.0522981	0.12759669	-0.0969781	-0.16734227	0.0957592	0.01494731
0.89288839	-0.05232409	0.12791035	-0.09723894	-0.16736841	0.09585288	0.01481045
0.89332117	-0.05258062	0.1280945	-0.09755878	-0.1676135	0.0959755	0.01463563
0.89336445	-0.05258826	0.12813763	-0.09759511	-0.16762426	0.0959958	0.01461879
0.89352778	-0.05256423	0.12833974	-0.09773362	-0.16761557	0.0960396	0.01455537
0.8940047	-0.05280531	0.12859993	-0.09807984	-0.16382967	0.09628097	0.01436177
0.89406211	-0.05278927	0.12866547	-0.09812827	-0.16385061	0.09625613	0.01433941
0.89415828	-0.05278127	0.12875241	-0.09820506	-0.16389993	0.09621561	0.01430132
0.89437588	-0.05289441	0.12886993	-0.09836522	-0.16412212	0.09632081	0.01421326
0.89456771	-0.05291396	0.12903915	-0.09851314	-0.16424524	0.09636167	0.01413659
0.89476036	-0.05300147	0.12915266	-0.09866136	-0.16443717	0.09641682	0.01405949
0.89495145	-0.05306515	0.12927433	-0.09880367	-0.16459875	0.09645716	0.01398235
0.89514359	-0.0531076	0.12943654	-0.09894967	-0.16473974	0.0965549	0.01390522
0.89533421	-0.05319809	0.12954051	-0.09909416	-0.16493037	0.09660513	0.01382858
0.8955258	-0.05324574	0.12967726	-0.09924091	-0.16508008	0.09662773	0.01375175
0.89571596	-0.05327414	0.12984663	-0.09938394	-0.16520323	0.09672219	0.0136752
0.89590699	-0.05341067	0.12991067	-0.09952811	-0.16543928	0.0967779	0.01359832
0.89609671	-0.05344502	0.13005354	-0.09967267	-0.1655729	0.09679233	0.01352207
0.89628717	-0.05347879	0.13020631	-0.09981111	-0.16569582	0.09687107	0.01344466
0.89647647	-0.05357091	0.13031773	-0.09996265	-0.16589483	0.09691721	0.01336967
0.89666636	-0.05364248	0.13043368	-0.10010239	-0.16605815	0.09697759	0.01329266
0.89685524	-0.05367543	0.13058666	-0.10024384	-0.16618393	0.09703928	0.0132164
0.89704459	-0.05375124	0.13070267	-0.10039222	-0.16636223	0.09706938	0.0131409
0.89723304	-0.05383204	0.13080664	-0.10052987	-0.16653235	0.09712724	0.01306432
0.89742187	-0.05385231	0.13097085	-0.10067225	-0.16664529	0.09718563	0.01298821
0.8976099	-0.05393569	0.13108954	-0.10081916	-0.16682764	0.09725517	0.01291308
0.89779821	-0.05399848	0.13119467	-0.10095536	-0.16697832	0.09727139	0.01283641
0.89798583	-0.05405624	0.13133014	-0.10109849	-0.16712953	0.09734101	0.01276095
0.89817364	-0.05413636	0.13144245	-0.10124241	-0.16730483	0.09739522	0.0126855
0.89836084	-0.05417945	0.13157746	-0.10137835	-0.16743272	0.09745552	0.01260935
0.89854817	-0.05426635	0.13168305	-0.10152504	-0.16761817	0.09749369	0.01253445
0.89873495	-0.0543005	0.13181469	-0.10166019	-0.167737	0.09752055	0.0124584
0.89892181	-0.05439119	0.13192535	-0.10180667	-0.16792445	0.09758863	0.01238365
0.89910817	-0.05442645	0.13206903	-0.10194331	-0.16804418	0.09765235	0.01230798
0.89929457	-0.05450348	0.13217024	-0.10208437	-0.16821308	0.09767528	0.01223279
0.89948052	-0.05456505	0.1322933	-0.102223	-0.16836148	0.0977382	0.01215753
0.89966647	-0.05456669	0.13247184	-0.10236159	-0.16844802	0.09781113	0.01208229
0.89985201	-0.05471792	0.13251195	-0.1025062	-0.16869631	0.09783068	0.01200796
0.90003751	-0.05475317	0.1326441	-0.10263907	-0.16881138	0.09787558	0.01193216
0.90022265	-0.05481755	0.13276248	-0.10278293	-0.16896905	0.09790612	0.01185792
0.90040771	-0.05483705	0.13292097	-0.1029197	-0.16907118	0.09797415	0.01178281
0.90059245	-0.05492062	0.13301677	-0.10305358	-0.1692358	0.09803497	0.01170761
0.90077709	-0.05499871	0.13312112	-0.10319827	-0.16940809	0.0980555	0.01163361
0.90096142	-0.05500945	0.1332895	-0.10333353	-0.16949843	0.098139	0.01155867
0.90114564	-0.05513241	0.13334821	-0.10347357	-0.16971097	0.09816171	0.01148438
0.90132957	-0.05519202	0.133459	-0.10361006	-0.16985438	0.09819028	0.01140979
0.90151338	-0.0552239	0.13360514	-0.10374437	-0.16996485	0.09826669	0.011335
0.90169692	-0.0552674	0.1337386	-0.1038855	-0.17009629	0.09830167	0.0112611
0.90188032	-0.05531869	0.13385037	-0.10401806	-0.17022622	0.09832898	0.01118632
0.90206347	-0.05543404	0.13393693	-0.10416217	-0.17043257	0.09840363	0.01111287
0.90224646	-0.05549042	0.13404134	-0.1042932	-0.17056564	0.09842924	0.01103817
0.90242923	-0.0555116	0.13418372	-0.10442793	-0.17066639	0.09846076	0.0109639
0.90261183	-0.05558945	0.13429717	-0.10456716	-0.17082809	0.09853969	0.01089017
0.90279421	-0.05564788	0.13440522	-0.10470249	-0.17096768	0.09856317	0.01081617
0.90297642	-0.05570778	0.13451543	-0.10483663	-0.17110637	0.09860402	0.0107421
0.90315842	-0.05577374	0.13462934	-0.10497625	-0.17125705	0.09864855	0.01066866
0.90334024	-0.05582859	0.13473285	-0.10510692	-0.17138721	0.09866981	0.01059439
0.90352187	-0.05589325	0.13484993	-0.10524168	-0.17152966	0.0987448	0.01052072
0.90370331	-0.05595255	0.13496692	-0.10538123	-0.17167314	0.09878127	0.01044752
0.90388456	-0.05601126	0.13506396	-0.10551064	-0.17180536	0.09879894	0.01037338
0.90406563	-0.05607133	0.13519377	-0.10564758	-0.17194442	0.09889289	0.01030014
0.90424651	-0.05612908	0.13528499	-0.10577937	-0.17207887	0.09887751	0.01022636
0.90442721	-0.05618623	0.1354022	-0.10591565	-0.17221547	0.09892498	0.01015323
0.90460772	-0.05624883	0.1355189	-0.10605006	-0.17235448	0.09899559	0.01007992
0.90478805	-0.05630087	0.13562905	-0.10618272	-0.17248197	0.0990228	0.01000652
0.9049682	-0.05636525	0.13573013	-0.10631433	-0.17262061	0.09906075	0.00993316
0.90514817	-0.05640557	0.13585801	-0.1064485	-0.17273679	0.09910592	0.00986005
0.90532796	-0.05650513	0.13592399	-0.10658106	-0.17291261	0.09912524	0.00978693
0.90550757	-0.05656951	0.13603832	-0.10671459	-0.17305141	0.09919847	0.0097139
0.905687	-0.05656372	0.13621169	-0.10685103	-0.17312219	0.09925052	0.00964127
0.90586625	-0.05667941	0.13624234	-0.10697643	-0.17330722	0.09923471	0.00956776
0.90604534	-0.05671975	0.13637028	-0.10710796	-0.17341919	0.09929367	0.00949477
0.90622424	-0.05675872	0.13649811	-0.10724542	-0.17353709	0.09932038	0.00942244
0.90640297	-0.05688336	0.13655441	-0.10737658	-0.1737343	0.09938746	0.00934966
0.90658152	-0.05686715	0.13672356	-0.10750598	-0.17378596	0.09943044	0.00927676
0.90675991	-0.05693425	0.1368095	-0.10763613	-0.17392483	0.09943565	0.00920401
0.90693812	-0.05701243	0.13689239	-0.10776509	-0.17407261	0.09946797	0.00913123
0.90711617	-0.05709683	0.13698965	-0.10790021	-0.17423204	0.09953646	0.00905902
0.90729403	-0.05716353	0.13708836	-0.1080318	-0.17437041	0.09957596	0.00898665
0.90747174	-0.05714374	0.13724274	-0.10815675	-0.17441382	0.09958241	0.00891372
0.90764927	-0.05726624	0.13729727	-0.10829035	-0.17461088	0.09962732	0.00884164
0.90782664	-0.05730062	0.13742309	-0.10842197	-0.17471566	0.09966395	0.00876949
0.90800383	-0.05733761	0.1375433	-0.10855028	-0.1748192	0.09970535	0.00869703
0.90818087	-0.05744797	0.13759671	-0.10867941	-0.17499884	0.0997335	0.00862481
0.90835773	-0.05745781	0.13774243	-0.10880861	-0.17507508	0.0997771	0.00855263
0.90853444	-0.05757251	0.13779618	-0.10893968	-0.17526075	0.09981007	0.0084807
0.90871097	-0.05759684	0.13791885	-0.10906439	-0.17534704	0.0998412	0.00840834
0.90888736	-0.05765301	0.1380302	-0.10919524	-0.17547149	0.09989699	0.00833644
0.90906356	-0.05771231	0.13812265	-0.1093275	-0.17560248	0.09989416	0.00826479
0.90923962	-0.05772593	0.1382634	-0.10945287	-0.17567699	0.09995122	0.00819272
0.9094155	-0.05787289	0.13828087	-0.10958174	-0.17589294	0.09996839	0.00812091
0.90959124	-0.05790735	0.13840368	-0.10971042	-0.17599251	0.10001119	0.00804914
0.9097668	-0.05790121	0.13855559	-0.10983427	-0.17604502	0.10005617	0.0079772
0.90994223	-0.05799965	0.13861614	-0.10996252	-0.17620996	0.10007978	0.00790551
0.91011747	-0.05807554	0.13871237	-0.11009477	-0.17635468	0.10013691	0.00783428
0.91029258	-0.05811431	0.13880181	-0.11021553	-0.17645124	0.10012134	0.00776226
0.91046751	-0.0581559	0.13893575	-0.11034943	-0.17656187	0.10019677	0.00769119
0.9106423	-0.0582347	0.13899861	-0.11047483	-0.17670387	0.10018655	0.00761967
0.91081692	-0.05831182	0.13906593	-0.11059458	-0.17683659	0.10021221	0.00754775
0.91099141	-0.05835204	0.13920957	-0.11073065	-0.17694687	0.10030558	0.00747706
0.91116571	-0.05840021	0.13928925	-0.11084918	-0.17704973	0.10029595	0.00740524
0.9113399	-0.05843498	0.13940865	-0.11098023	-0.17715086	0.10031976	0.00733427
0.91151389	-0.05851227	0.13948144	-0.11110197	-0.17728495	0.10035484	0.00726287
0.91168778	-0.05859433	0.13956029	-0.11123093	-0.17743156	0.10038995	0.00719191
0.91186146	-0.05862874	0.13967626	-0.11135694	-0.17752608	0.10042529	0.0071208
0.91203505	-0.05866756	0.13978595	-0.11147796	-0.17761918	0.10047534	0.00704951
0.91220843	-0.0587431	0.13986198	-0.11160931	-0.17776233	0.10047314	0.00697893
0.91238172	-0.05882028	0.13992569	-0.11172466	-0.17788856	0.10050865	0.00690735
0.91255481	-0.05885525	0.14004907	-0.1118538	-0.17798597	0.10055561	0.00683672
0.9127278	-0.05889538	0.14016182	-0.11198455	-0.17809091	0.10057609	0.00676624
0.91290058	-0.05896869	0.14021794	-0.1121007	-0.17821481	0.10057346	0.00669498
0.91307329	-0.05903559	0.14031017	-0.11222772	-0.178342	0.10061949	0.00662438
0.91324577	-0.05911344	0.14038655	-0.11235341	-0.17847929	0.1006513	0.00655383
0.91341819	-0.05915083	0.14049014	-0.11247343	-0.17856889	0.10068397	0.00648292
0.91359038	-0.05917764	0.14061085	-0.11259549	-0.17864918	0.10073297	0.00641222
0.91376252	-0.05926291	0.14067354	-0.11272199	-0.1787952	0.10073861	0.00634189
0.91393441	-0.05932614	0.14074863	-0.11284331	-0.17891291	0.10074651	0.00627127
